World rank,Company,Country,Region,Industry,R&D 2017/18 (€mn),R&D one-year growth (%),Net sales (€mn),Net sales one-year growth (%),R&D intensity (%),Capex (€mn),Capex one-year growth (%),Capex intensity (%),Op.profits (€mn),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€mn),Market cap one-year growth (%)
788,CHINA NATIONAL SOFTWARE & SERVICE,China,China,Software & Computer Services,124.1,13.5,624.5,9.1,19.9,14.2,-51.4,2.3,15.1,-429.6,2.4,6598,-14.9,1172.2,-31.4
789,SYSMEX,Japan,Japan,Health Care Equipment & Services,123.7,8.7,2082.2,12.8,5.9,122.4,41.9,5.9,432.6,15.3,20.8,7409,6.4,10448.6,1.7
790,LUMENTUM,US,US,Health Care Equipment & Services,123.7,5.1,835.2,10.9,14.8,115.2,68.4,13.8,49.7,215.3,6.0,2057,11.2,2916.0,65.7
791,IRONWOOD PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,123.6,6.3,248.7,8.9,49.7,3.5,0.1,1.4,-64.3,49.7,-25.8,730,8.3,1796.3,24.3
792,KELLOGG,US,US,Food Producers,123.4,-18.7,10775.5,-0.7,1.1,417.7,-1.2,3.9,1822.7,9.7,16.9,33000,-11.7,18838.1,-21.5
793,LEAR,US,US,Automobiles & Parts,123.3,2.9,17065.8,10.3,0.7,495.7,12.5,2.9,1405.0,13.5,8.2,165000,11.2,8479.7,22.3
794,PHOENIX CONTACT,Germany,EU,Electronic & Electrical Equipment,123.2,7.7,1953.4,4.1,6.3,157.6,19.5,8.1,171.4,26.9,8.8,13349,1.2,,
795,ESPERION THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,123.1,155.1,,,,0.0,-79.8,,-140.9,121.9,,57,29.5,931.0,359.7
796,LIVANOVA,UK,EU,Health Care Equipment & Services,123.1,20.5,1048.5,3.6,11.7,28.4,-11.1,2.7,-0.2,-99.1,0.0,4500,-3.7,2514.1,2.3
797,KOREA AEROSPACE INDUSTRIES,South Korea,RoW,Aerospace & Defence,122.6,156.8,1614.1,-29.7,7.6,213.7,50.3,13.2,-162.7,-165.3,-10.1,,,3511.5,-45.4
798,WABCO,US,US,Automobiles & Parts,122.6,8.0,2755.1,17.6,4.4,87.3,0.7,3.2,386.1,16.3,14.0,14631,13.8,6422.5,29.3
799,HANON SYSTEMS,South Korea,RoW,Automobiles & Parts,122.5,1.4,4350.7,-2.1,2.8,332.8,27.4,7.6,364.9,10.9,8.4,,,4802.3,-1.3
800,CHINESE UNIVERSE PUBLISHING AND MEDIA,China,China,Media,122.3,55.7,1653.7,3.4,7.4,21.2,-41.3,1.3,208.8,28.5,12.6,6911,-2.9,3876.1,3.9
801,BARCO,Belgium,EU,Electronic & Electrical Equipment,122.3,1.5,1084.7,-1.6,11.3,20.3,-23.1,1.9,63.1,144.3,5.8,3590,1.9,1069.0,11.2
802,FINCANTIERI,Italy,EU,Industrial Engineering,121.9,-8.9,4914.3,13.1,2.5,107.9,-24.9,2.2,241.7,41.8,4.9,19545,1.9,1622.7,126.7
803,SOPHOS,UK,EU,Software & Computer Services,121.6,23.8,534.2,21.0,22.8,8.3,-12.3,1.6,-20.3,-43.4,-3.8,3319,6.3,2629.4,103.7
804,HERAEUS,Germany,EU,Industrial Metals & Mining,121.4,10.7,21843.5,1.5,0.6,190.2,36.6,0.9,281.8,27.4,1.3,12672,2.0,,
805,JIANGSU ZHONGTIAN TECHNOLOGIES,China,China,Electronic & Electrical Equipment,121.1,45.6,3415.2,28.0,3.5,267.6,12.0,7.8,259.5,32.1,7.6,10510,6.9,3430.1,154.1
806,BOLLORE,France,EU,Industrial Transportation,121.0,-34.7,18325.2,81.9,0.7,709.9,44.0,3.9,1145.4,80.6,6.3,81420,40.3,11385.9,21.0
807,ATOS,France,EU,Software & Computer Services,120.9,46.2,12691.1,4.6,1.0,526.3,15.5,4.1,880.8,3.2,6.9,97267,-2.8,13656.5,47.7
808,HEIDELBERGER DRUCKMASCHINEN,Germany,EU,Industrial Engineering,120.8,1.8,2420.2,-4.1,5.0,114.6,12.1,4.7,85.6,-18.5,3.5,11874,0.3,880.0,56.2
809,SOFTWARE,Germany,EU,Software & Computer Services,120.6,7.3,879.0,0.8,13.7,25.4,100.6,2.9,218.7,6.3,24.9,4717,1.8,2828.7,0.5
810,MOOG,US,US,Aerospace & Defence,120.6,-1.8,2082.5,3.5,5.8,63.2,12.8,3.0,191.6,3.1,9.2,10675,1.7,2067.3,29.2
811,STANLEY ELECTRIC,Japan,Japan,Automobiles & Parts,120.6,18.3,3265.6,13.8,3.7,244.7,-6.5,7.5,392.7,25.7,12.0,16687,2.7,4752.5,37.5
812,FOSUN INTERNATIONAL,China,China,Pharmaceuticals & Biotechnology,120.4,48.4,11271.8,19.0,1.1,777.0,57.5,6.9,435.6,301.1,3.9,63000,18.9,12435.9,26.0
813,FUJIKURA,Japan,Japan,Electronic & Electrical Equipment,120.3,4.3,5465.6,13.2,2.2,302.4,-11.9,5.5,247.9,-1.9,4.5,58422,2.6,1953.5,53.9
814,PERKINELMER,US,US,Electronic & Electrical Equipment,120.3,4.1,1881.9,6.7,6.4,32.6,23.3,1.7,264.7,10.2,14.1,11000,37.5,6156.3,26.7
815,LOGITECH INTERNATIONAL,Switzerland,RoW,Technology Hardware & Equipment,119.9,10.1,2140.3,15.6,5.6,33.1,25.0,1.5,191.6,8.4,8.9,6100,-4.7,4714.7,54.6
816,KINGFA SCIENCE & TECHNOLOGY,China,China,General Industrials,119.1,25.8,2932.1,28.9,4.1,154.4,-34.7,5.3,123.1,-9.1,4.2,7309,8.8,1852.1,-17.5
817,NHK SPRING,Japan,Japan,Automobiles & Parts,119.0,-0.1,4872.4,5.2,2.4,232.8,29.2,4.8,233.5,-18.9,4.8,17320,1.6,1977.2,12.8
818,NIPRO,Japan,Japan,Health Care Equipment & Services,119.0,39.9,2920.2,9.9,4.1,460.7,-2.7,15.8,183.7,-8.6,6.3,28330,3.3,1841.2,12.9
819,CLOVIS ONCOLOGY,US,US,Pharmaceuticals & Biotechnology,118.8,-43.3,46.3,71069.0,256.7,2.5,291.9,5.4,-198.1,-40.2,-428.1,360,29.5,3100.4,289.9
820,DURR,Germany,EU,Industrial Engineering,118.4,7.8,3715.4,4.0,3.2,65.1,14.0,1.8,287.9,6.0,7.7,14974,-1.7,3389.0,27.6
821,SPECTRIS,UK,EU,Electronic & Electrical Equipment,118.4,6.6,1718.8,13.4,6.9,83.7,158.9,4.9,321.2,728.8,18.7,8774,2.4,3108.4,19.6
822,FMC,US,US,Chemicals,118.0,0.0,2400.2,13.4,4.9,71.5,-6.0,3.0,235.6,-6.3,9.8,7000,18.6,9642.8,84.1
823,AXOVANT SCIENCES,US,US,Pharmaceuticals & Biotechnology,117.9,4.9,,,,3.6,3980.0,,-177.9,18.2,,45,-34.8,1793.1,32.2
824,SUPER MICRO COMPUTER,US,US,Technology Hardware & Equipment,117.9,14.0,2109.5,14.2,5.6,24.5,-13.9,1.2,84.9,-4.7,4.0,,,1081.0,23.2
825,SINGAPORE TECHNOLOGIES ENGINEERING,Singapore,RoW,Construction & Materials,117.3,1.0,4129.5,-1.0,2.8,170.0,8.6,4.1,373.5,11.3,9.0,21541,-2.0,7100.9,13.4
826,MITSUBA,Japan,Japan,Electronic & Electrical Equipment,117.0,14.8,2859.6,18.1,4.1,149.7,0.6,5.2,140.5,-16.1,4.9,26845,15.7,537.3,12.2
827,NEWMARKET,US,US,Chemicals,116.9,-10.7,1833.1,7.3,6.4,124.0,4.1,6.8,280.8,-7.1,15.3,2223,11.3,4136.3,-3.5
828,DAILY MAIL AND GENERAL TRUST,UK,EU,Media,116.8,-0.6,1869.6,-13.4,6.2,23.8,-22.4,1.3,-105.0,-149.1,-5.6,8301,-17.9,2368.7,-13.6
829,HANKOOK TIRE,South Korea,RoW,Automobiles & Parts,116.8,-3.0,5306.6,2.9,2.2,373.4,-35.7,7.0,618.0,-28.1,11.6,,,5692.7,5.7
830,ASM INTERNATIONAL,Netherlands,EU,Technology Hardware & Equipment,116.1,7.8,737.4,23.3,15.7,44.2,64.3,6.0,113.2,37.6,15.3,1900,13.8,3076.2,41.3
831,HYTERA COMMUNICATIONS,China,China,Technology Hardware & Equipment,116.1,59.1,667.0,55.1,17.4,183.7,35.1,27.5,53.3,11.5,8.0,8930,32.2,2032.5,58.4
832,HERON THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,115.6,34.4,25.7,2305.6,450.4,2.1,-18.6,8.3,-162.2,13.8,-632.4,145,4.3,744.8,23.0
833,BRUNSWICK,US,US,Leisure Goods,115.5,-0.5,3760.5,8.6,3.1,157.8,9.7,4.2,334.7,-5.6,8.9,15116,4.9,3882.3,12.4
834,TWILIO,US,US,Software & Computer Services,115.5,55.4,332.7,43.9,34.7,7.7,-34.8,2.3,-55.1,59.9,-16.6,996,36.4,1547.9,-57.9
835,MEDICINES,US,US,Pharmaceuticals & Biotechnology,115.4,-0.6,37.3,-68.7,308.9,3.8,108.0,10.1,-554.6,199.5,-1485.0,170,-58.5,2222.2,-3.6
836,HUNTSMAN,US,US,Chemicals,115.1,-9.2,6969.1,11.2,1.7,235.1,-11.3,3.4,749.6,24.5,10.8,10000,-33.3,5317.6,54.9
837,NOVOMATIC,Austria,EU,Travel & Leisure,115.0,21.1,2233.1,8.6,5.1,411.6,5.5,18.4,209.8,-18.8,9.4,24415,4.4,,
838,VAILLANT,Germany,EU,Industrial Engineering,114.5,3.1,2403.3,-0.6,4.8,68.8,3.9,2.9,214.9,15.8,8.9,11679,0.0,,
839,TOSOH,Japan,Japan,Chemicals,114.5,7.9,6077.2,10.7,1.9,309.0,21.1,5.1,958.0,18.0,15.8,12595,2.5,6194.3,102.5
840,MORPHOSYS,Germany,EU,Pharmaceuticals & Biotechnology,114.5,36.7,66.8,34.3,171.4,1.3,-47.4,2.0,-67.2,12.6,-100.7,326,-5.5,1746.2,72.0
841,NOVAVAX,US,US,Pharmaceuticals & Biotechnology,114.4,-38.9,26.0,103.1,440.3,3.5,-77.0,13.4,-143.2,-36.2,-550.8,347,-2.3,257.6,-83.3
842,INTERCONTINENTALEXCHANGE GROUP,US,US,Financial Services,114.2,19.1,3859.8,2.9,3.0,183.4,-12.0,4.8,2013.7,7.5,52.2,4952,-12.1,31733.4,13.3
843,ACI WORLDWIDE,US,US,Software & Computer Services,114.2,-19.4,854.0,1.8,13.4,21.4,-37.0,2.5,72.6,-60.8,8.5,3979,-3.2,2243.3,20.2
844,BOX,US,US,Software & Computer Services,114.1,18.0,422.0,27.0,27.0,9.9,-21.0,2.3,-128.4,2.2,-30.4,1784,19.3,1314.5,113.2
845,SHOPIFY,Canada,RoW,Software & Computer Services,113.9,81.0,561.4,72.9,20.3,16.7,-15.7,3.0,-41.0,32.3,-7.3,3000,57.9,7809.9,193.4
846,VIAVI SOLUTIONS,US,US,Technology Hardware & Equipment,113.6,-18.1,676.6,-10.5,16.8,32.2,8.7,4.8,29.4,-147.7,4.3,2700,-10.0,1904.9,26.4
847,IMMUNOGEN,US,US,Pharmaceuticals & Biotechnology,113.6,113.7,96.3,436.8,118.0,0.9,-20.6,1.0,-48.5,-7.7,-50.4,293,-4.9,624.6,205.2
848,IBIDEN,Japan,Japan,Electronic & Electrical Equipment,113.5,8.9,2218.6,12.7,5.1,138.6,-26.6,6.2,121.6,133.8,5.5,15574,11.6,1894.4,39.0
849,HILL-ROM,US,US,Health Care Equipment & Services,113.4,0.1,2287.8,3.3,5.0,81.3,17.0,3.6,259.2,15.0,11.3,10000,0.0,4227.6,30.6
850,TIANNENG POWER,China,China,Electronic & Electrical Equipment,113.0,26.7,3445.1,25.2,3.3,49.7,-50.2,1.4,209.1,19.4,6.1,19027,5.1,805.4,5.5
851,ZUIVELCOOPERATIE FRIESLANDCAMPINA,Netherlands,EU,Food Producers,113.0,-5.8,12110.0,10.1,0.9,474.0,4.2,3.9,436.0,-21.6,3.6,23675,8.0,,
852,CIPLA,India,RoW,Pharmaceuticals & Biotechnology,112.7,0.4,1915.7,4.6,5.9,106.5,-28.1,5.6,213.0,32.4,11.1,23610,0.0,6000.4,0.0
853,MACRONIX INTERNATIONAL,Taiwan,RoW,Technology Hardware & Equipment,112.7,4.1,955.3,41.7,11.8,62.0,140.5,6.5,161.6,-1964.1,16.9,,,2122.9,402.8
854,WATERS,US,US,Health Care Equipment & Services,112.6,7.0,1925.4,6.5,5.8,71.3,-10.0,3.7,571.1,9.1,29.7,7000,1.4,12212.2,15.5
855,AUTOHOME,China,China,Automobiles & Parts,112.5,53.8,795.2,4.2,14.2,11.1,-2.7,1.4,261.6,77.2,32.9,4097,9.2,2965.5,28.6
856,CHINA RESOURCES PHARMACEUTICAL GROUP,China,China,Pharmaceuticals & Biotechnology,112.5,45.3,18410.6,10.1,0.6,167.2,-8.8,0.9,1101.9,9.5,6.0,56000,3.7,6504.9,
857,DISCO,Japan,Japan,Technology Hardware & Equipment,112.1,3.4,1236.1,24.7,9.1,84.9,13.9,6.9,367.8,61.6,29.8,3306,6.0,5222.0,69.1
858,LINDE,Germany,EU,Chemicals,112.0,-7.4,17113.0,1.0,0.7,1660.0,-5.7,9.7,1810.0,-6.5,10.6,57605,-3.5,29955.2,5.0
859,HANMI PHARM,South Korea,RoW,Pharmaceuticals & Biotechnology,111.8,6.8,713.9,3.8,15.7,204.3,17.1,28.6,64.0,206.9,9.0,,,3504.2,-27.4
860,BELDEN,US,US,Electronic & Electrical Equipment,111.8,-4.1,1991.7,1.4,5.6,53.6,19.1,2.7,195.7,4.8,9.8,9100,3.4,2718.3,3.8
861,ELLIE MAE,US,US,Software & Computer Services,111.6,38.0,347.7,15.8,32.1,23.6,12.6,6.8,35.1,-24.2,10.1,1480,38.4,2378.7,-12.7
862,ZEON,Japan,Japan,Chemicals,111.5,14.1,2457.0,15.7,4.5,89.7,-50.2,3.6,178.0,-21.7,7.2,3328,7.7,2426.8,55.7
863,VEEVA SYSTEMS,US,US,Software & Computer Services,111.5,37.5,571.6,26.0,19.5,8.0,39.1,1.4,125.7,39.7,22.0,2171,21.0,5680.9,64.5
864,YOKOHAMA RUBBER,Japan,Japan,Automobiles & Parts,111.5,4.2,4773.0,8.4,2.3,265.8,17.2,5.6,430.3,62.4,9.0,25439,3.4,2548.2,21.1
865,HISAMITSU PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,111.3,4.9,1092.1,1.3,10.2,23.1,0.2,2.1,187.0,5.7,17.1,2823,2.6,3716.2,14.3
866,RICHEMONT,Switzerland,RoW,General Retailers,111.0,-2.6,10979.0,3.1,1.0,657.0,22.6,6.0,1844.0,16.3,16.8,28740,0.6,38268.3,51.4
867,TAIWAN POWER,Taiwan,RoW,Electricity,110.7,1.3,15834.0,-0.4,0.7,2900.8,9.1,18.3,889.2,-39.1,5.6,26744,0.2,,
868,MKS INSTRUMENTS,US,US,Technology Hardware & Equipment,110.5,19.9,1597.6,47.9,6.9,26.1,63.6,1.6,349.6,126.5,21.9,4923,5.5,3726.8,71.2
869,CHINA SHENHUA ENERGY,China,China,Mining,110.5,50.1,31852.3,35.8,0.3,2510.1,-30.6,7.9,9752.9,61.0,30.6,89057,-2.0,6587.1,44.5
870,TATUNG,Taiwan,RoW,Electronic & Electrical Equipment,110.5,2.1,2110.6,-2.7,5.2,951.1,171.8,45.1,57.5,-330.3,2.7,,,911.7,153.2
871,SUMITOMO HEAVY INDUSTRIES,Japan,Japan,Industrial Engineering,110.4,31.7,5842.1,17.3,1.9,220.9,21.6,3.8,514.2,53.1,8.8,21017,8.8,3721.6,61.4
872,FORD OTOMOTIV,Turkey,RoW,Automobiles & Parts,110.2,11.4,5596.9,38.6,2.0,130.5,39.0,2.3,356.7,35.9,6.4,11501,12.1,3070.4,48.2
873,CLOROX,US,US,Household Goods & Home Construction,110.1,-2.2,5106.3,2.5,2.2,161.8,-16.0,3.2,937.2,2.5,18.4,8700,7.4,14908.6,5.4
874,RED BULL TECHNOLOGY,UK,EU,Automobiles & Parts,110.0,-0.7,279.2,5.2,39.4,15.4,-46.7,5.5,10.9,-4.5,3.9,758,3.8,,
875,NIPPON PAINT,Japan,Japan,Industrial Engineering,109.4,23.1,4470.1,28.7,2.4,153.1,32.7,3.4,553.6,3.4,12.4,20257,20.1,9012.2,1.2
876,GUIDEWIRE SOFTWARE,US,US,Software & Computer Services,109.3,16.5,428.8,21.2,25.5,4.9,-17.2,1.1,22.2,61.9,5.2,1893,23.2,4735.3,26.3
877,SUMITOMO RIKO,Japan,Japan,Automobiles & Parts,109.3,25.3,3418.6,9.5,3.2,222.6,-9.5,6.5,90.9,-12.8,2.7,25689,5.1,810.7,9.6
878,CHANGYOUCOM,China,China,Software & Computer Services,109.3,7.7,483.8,10.4,22.6,2.0,-40.1,0.4,75.4,-30.9,15.6,2469,-13.0,575.7,-46.6
879,GEA,Germany,EU,Industrial Engineering,109.2,32.9,4604.5,2.5,2.4,118.5,30.3,2.6,363.8,-2.2,7.9,17863,5.5,7114.8,-23.0
880,FONTERRA CO-OPERATIVE,New Zealand,RoW,Food Producers,108.9,10.2,11381.1,11.8,1.0,408.3,-19.7,3.6,645.6,-23.4,5.7,21400,0.5,5905.4,6.8
881,HAN'S LASER TECHNOLOGY,China,China,Industrial Engineering,108.9,42.2,1447.3,67.0,7.5,126.7,39.6,8.8,280.8,195.3,19.4,11991,22.3,4979.1,73.0
882,ADTRAN,US,US,Technology Hardware & Equipment,108.8,4.5,556.1,4.7,19.6,12.3,-31.3,2.2,31.5,8.6,5.7,2060,1.3,880.8,18.7
883,AMETEK,US,US,Electronic & Electrical Equipment,108.7,16.4,3585.6,12.0,3.0,62.6,18.6,1.7,763.0,14.1,21.3,16900,7.6,12171.9,28.8
884,SENSATA TECHNOLOGIES HOLDING,Netherlands,EU,Electronic & Electrical Equipment,108.6,2.8,2757.2,3.3,3.9,120.6,11.0,4.4,460.6,12.2,16.7,22100,8.9,6376.4,17.6
885,PITNEY BOWES,US,US,Technology Hardware & Equipment,108.2,7.0,2960.0,4.2,3.7,142.6,6.3,4.8,378.3,13.1,12.8,14700,3.5,2000.2,-31.1
886,PROOFPOINT,US,US,Software & Computer Services,108.2,31.8,429.7,37.2,25.2,39.2,36.5,9.1,-57.9,-18.8,-13.5,2047,30.1,3399.0,26.0
887,ZHEJIANG HISUN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,108.1,8.9,1312.9,7.8,8.2,187.2,-17.2,14.3,77.8,106.8,5.9,9497,0.6,1555.4,-9.7
888,KTM INDUSTRIES,Austria,EU,Software & Computer Services,108.1,19.5,1533.0,14.2,7.1,173.0,4.0,11.3,132.5,11.4,8.6,5887,16.1,1086.1,36.1
889,ADVA,Germany,EU,Technology Hardware & Equipment,108.1,8.2,514.5,-9.2,21.0,10.6,-18.1,2.1,4.4,-77.3,0.9,1894,7.4,237.7,-37.8
890,WILLIAM DEMANT,Denmark,EU,Health Care Equipment & Services,107.9,8.1,1771.6,9.9,6.1,41.9,-2.2,2.4,315.1,20.6,17.8,13280,4.8,5749.9,15.4
891,METTLER-TOLEDO INTERNATIONAL,US,US,Electronic & Electrical Equipment,107.8,7.7,2272.2,8.6,4.7,106.3,2.8,4.7,528.9,15.1,23.3,15400,8.5,12950.5,45.5
892,EXPERIAN,UK,EU,Support Services,107.6,19.4,3927.3,1.4,2.7,59.2,-11.3,1.5,916.4,-2.1,23.3,16239,4.2,16297.8,-0.3
893,BTG,UK,EU,Pharmaceuticals & Biotechnology,107.4,8.5,699.1,8.8,15.4,11.7,16.9,1.7,-114.6,-291.2,-16.4,1512,11.6,3030.8,16.3
894,SAWAI PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,107.3,42.4,1241.3,26.9,8.6,76.2,-33.6,6.1,163.8,-5.0,13.2,3252,30.0,1694.3,-11.6
895,BOREALIS,Austria,EU,Chemicals,107.3,-1.6,7564.0,4.8,1.4,453.2,36.1,6.0,,,,6619,1.9,,
896,COOPER-STANDARD HOLDINGS,US,US,Automobiles & Parts,106.7,8.6,3016.9,4.2,3.5,166.9,21.8,5.5,244.3,1.0,8.1,32000,6.7,1487.3,4.0
897,SICHUAN KELUN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,106.7,48.4,1427.3,37.4,7.5,189.2,7.9,13.3,133.5,0.7,9.4,18289,-3.0,2296.0,24.6
898,GN STORE NORD,Denmark,EU,Technology Hardware & Equipment,106.5,3.9,1287.5,2.7,8.3,44.6,5.1,3.5,209.3,17.0,16.3,5575,3.2,4054.6,36.1
899,ADVANTECH,Taiwan,RoW,Technology Hardware & Equipment,106.5,4.5,1239.6,5.6,8.6,14.9,-63.2,1.2,192.0,2.4,15.5,,,4332.1,-5.5
900,CALIX,US,US,Technology Hardware & Equipment,106.3,19.3,425.6,11.2,25.0,6.7,-18.4,1.6,-64.5,137.0,-15.1,1031,-7.0,205.5,-32.1
901,MUNDIPHARMA RESEARCH,UK,EU,Pharmaceuticals & Biotechnology,105.9,7.9,134.3,10.5,78.8,0.4,-3.2,0.3,14.7,21.2,10.9,251,-2.7,,
902,RONGSHENG PETRO CHEMICAL,China,China,Chemicals,105.6,24.9,8922.7,56.0,1.2,1918.5,402.2,21.5,312.0,-19.1,3.5,7892,26.4,4402.1,26.3
903,WOODWARD GOVERNOR,US,US,Industrial Engineering,105.5,0.3,1749.9,3.7,6.0,77.0,-47.4,4.4,225.5,12.9,12.9,6900,1.5,3589.6,11.6
904,KYORIN,Japan,Japan,Pharmaceuticals & Biotechnology,105.2,5.0,817.1,-4.1,12.9,25.0,53.4,3.1,65.2,-15.3,8.0,2348,-1.4,1278.6,11.4
905,AMER SPORTS,Finland,EU,Leisure Goods,105.0,-8.5,2685.2,2.4,3.9,65.2,-43.5,2.4,168.0,-17.9,6.3,8607,2.0,2632.3,-17.7
906,KISSEI PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,104.7,2.2,546.6,3.2,19.2,13.8,55.5,2.5,73.0,17.1,13.4,1903,-0.1,1117.9,11.9
907,ORBOTECH,Israel,RoW,Electronic & Electrical Equipment,104.6,17.1,751.2,11.7,13.9,20.4,3.8,2.7,114.7,17.6,15.3,2634,8.0,1587.3,40.6
908,IDEXX LABORATORIES,US,US,Health Care Equipment & Services,104.5,7.4,1641.8,10.9,6.4,62.0,14.8,3.8,345.3,17.8,21.0,7600,3.2,11311.0,34.5
909,ZENDESK,US,US,Software & Computer Services,104.5,26.5,359.0,38.0,29.1,13.7,-20.6,3.8,-95.6,9.9,-26.6,2060,26.4,2296.1,-3.9
910,SILICONWARE PRECISION INDUSTRIES,Taiwan,RoW,Technology Hardware & Equipment,104.5,-7.5,2334.1,-1.8,4.5,361.3,-15.4,15.5,241.7,-18.7,10.4,23821,-2.2,4161.3,1.0
911,OPKO HEALTH,US,US,Pharmaceuticals & Biotechnology,104.4,12.6,890.1,-12.6,11.7,38.8,150.8,4.4,-228.7,395.3,-25.7,6030,-0.2,2985.2,-28.5
912,GLORY,Japan,Japan,Industrial Engineering,104.3,1.1,1679.2,2.1,6.2,40.6,5.4,2.4,144.9,-3.7,8.6,9040,7.1,1895.9,12.8
913,MCKESSON,US,US,Health Care Equipment & Services,104.2,-65.0,173732.2,4.9,0.1,337.7,0.2,0.2,986.4,-62.7,0.6,78000,0.0,26176.9,-24.7
914,DOVER,US,US,Industrial Engineering,104.2,19.6,6529.2,15.2,1.6,164.0,19.1,2.5,811.8,29.0,12.4,29000,0.0,11022.0,17.5
915,RELIANCE INDUSTRIES,India,RoW,Chemicals,104.1,-6.7,51087.4,28.4,0.2,,,,6362.8,39.4,12.5,29533,22.2,67588.9,51.0
916,IDEMITSU KOSAN,Japan,Japan,Oil & Gas Producers,103.2,6.4,27552.9,16.9,0.4,428.9,40.1,1.6,1422.4,54.9,5.2,8955,-2.0,4126.2,85.0
917,FUYAO GLASS GROUP INDUSTRIES,China,China,General Industrials,102.9,10.4,2396.6,12.6,4.3,435.7,-3.8,18.2,525.6,18.1,21.9,26181,0.3,5891.5,39.5
918,HAGER,Germany,EU,Industrial Engineering,102.9,16.2,1667.0,0.6,6.2,105.8,20.3,6.3,186.9,-5.6,11.2,11262,0.8,,
919,BLUE PRINT MEDICINES,US,US,Pharmaceuticals & Biotechnology,102.8,131.1,17.9,-22.9,575.3,12.9,559.0,72.4,-126.1,108.4,-705.9,149,40.6,1768.7,178.9
920,HORIBA,Japan,Japan,Electronic & Electrical Equipment,102.7,7.6,1443.1,14.9,7.1,86.1,-10.3,6.0,179.5,31.4,12.4,7399,3.5,2117.2,40.3
921,RIJK ZWAAN TOP HOLDING,Netherlands,EU,Food Producers,102.6,2.8,420.1,8.3,24.4,48.8,37.5,11.6,,,,2555,6.1,,
922,MASTERCARD,US,US,Financial Services,102.6,-26.3,10338.5,15.6,1.0,250.1,39.5,2.4,5438.2,15.5,52.6,13400,12.6,116614.4,34.3
923,DENKA,Japan,Japan,Chemicals,102.4,6.5,2921.9,9.1,3.5,184.5,13.4,6.3,248.5,30.2,8.5,5944,2.2,2285.8,52.0
924,LAIRD,UK,EU,Electronic & Electrical Equipment,102.4,30.2,1055.2,16.8,9.7,31.5,-32.4,3.0,71.9,-158.2,6.8,10132,3.0,786.6,-21.0
925,SOPRA STERIA,France,EU,Software & Computer Services,102.2,-8.1,3845.4,2.8,2.7,62.3,33.1,1.6,261.8,8.9,6.8,41661,4.6,2988.1,41.9
926,GCL POLY ENERGY,China,China,Electricity,102.0,286.6,3154.8,4.8,3.2,2119.5,76.0,67.2,676.3,3.3,21.4,13707,18.9,1745.4,-20.0
927,GANSU JIU STEEL GROUP HONG XING IRON & STEEL,China,China,Industrial Metals & Mining,102.0,-23.5,5012.6,16.9,2.0,78.0,82.1,1.6,149.7,-44.3,3.0,22706,-1.5,2598.6,21.8
928,BUHLER,Switzerland,RoW,Industrial Engineering,101.7,9.7,2284.1,9.1,4.5,79.6,37.5,3.5,175.3,18.1,7.7,10972,3.1,,
929,PENTAIR,Ireland,EU,Industrial Engineering,101.3,-8.2,4116.2,1.0,2.5,59.1,-39.8,1.4,567.7,-2.8,13.8,18400,-29.2,9389.5,-2.9
930,TOYO SEIKAN KAISHA,Japan,Japan,General Industrials,101.3,-3.3,5799.7,0.7,1.7,358.4,21.1,6.2,-113.4,-164.6,-2.0,18419,-0.4,2916.0,-5.5
931,SHANGHAI PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,101.1,24.4,16755.2,8.3,0.6,240.0,0.0,1.4,622.1,9.5,3.7,42236,3.4,3194.0,15.0
932,VDL GROEP,Netherlands,EU,Automobiles & Parts,101.0,11.6,4899.4,61.6,2.1,170.3,47.5,3.5,187.5,-0.1,3.8,16137,318.7,,
933,TOPPAN PRINTING,Japan,Japan,Support Services,100.9,2.8,10729.3,1.5,0.9,600.6,49.0,5.6,364.2,136.1,3.4,51210,1.0,5687.2,19.4
934,JOIN IN HOLDING,China,China,Mobile Telecommunications,100.6,67.1,2144.9,26.5,4.7,24.3,-33.6,1.1,64.1,98.3,3.0,3594,-3.7,1406.1,-9.1
935,CHINA XD ELECTRIC,China,China,Electronic & Electrical Equipment,100.5,38.4,1754.7,0.7,5.7,59.7,4.8,3.4,145.6,-11.0,8.3,14507,7.1,3761.0,8.3
936,RECORDATI,Italy,EU,Pharmaceuticals & Biotechnology,100.3,19.8,1288.1,11.6,7.8,14.6,-25.8,1.1,406.5,22.4,31.6,4061,3.2,7524.3,32.7
937,ORION OYJ,Finland,EU,Pharmaceuticals & Biotechnology,100.2,-11.6,1084.6,1.0,9.2,67.1,63.7,6.2,293.3,0.2,27.0,3464,-0.1,4136.8,18.7
