World rank,Company,Country,Region,Industry,R&D 2018/19 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
728,IAI,Israel,RoW,Aerospace & Defence,157.2,-1.1,3074.2,-1.6,5.1,110.9,-9.9,3.6,103.9,-215.5,3.4,14857.0,-3.3, , 
729,KORBER,Germany,EU,General Industrials,156.5,9.5,2608.9,17.8,6.0,51.5,34.9,2.0,177.3,47.1,6.8,11623.0,7.3, , 
730,CARL BENNET,Sweden,EU,Support Services,156.1,16.0,5363.8,11.3,2.9,122.2,-13.2,2.3,244.7,-28.9,4.6,28714.0,5.5, , 
731,BANDAI NAMCO,Japan,Japan,Leisure Goods,156.1,2.1,5771.0,8.0,2.7,79.5,-76.4,1.4,654.8,13.0,11.3,8360.0,6.2,7539.9,17.0
732,COUNTRY GARDEN HOLDINGS,China,China,Real Estate Investment & Services,156.0, ,48310.7,67.1,0.3,411.6,-2.2,0.9,9414.2,78.4,19.5,131387.0,5.2,28240.5,14.1
733,NISSHINBO,Japan,Japan,General Industrials,155.6,-13.5,3279.9,-18.7,4.7,212.7,-8.7,6.5,-38.7,-146.5,-1.2,22850.0,-1.1,1757.3,7.0
734,SHOWA DENKO,Japan,Japan,Chemicals,155.5,6.5,7818.2,27.1,2.0,325.2,6.2,4.2,1240.6,122.9,15.9,10476.0,-3.6,6240.9,81.1
735,TIVO,US,US,Media,154.8,-8.8,607.7,-15.8,25.5,20.8,-37.1,3.4,-252.3,-1312.0,-41.5,1700.0,0.0,1475.6,-24.3
736,SWISSCOM,Switzerland,RoW,Fixed Line Telecommunications,154.3,14.5,10389.5,0.4,1.5,2132.2,1.1,20.5,1820.0,-2.6,17.5,19845.0,-3.2,19889.5,-10.5
737,SYSMEX,Japan,Japan,Health Care Equipment & Services,154.3,16.9,2312.9,4.1,6.7,147.6,13.0,6.4,479.1,3.8,20.7,7697.0,3.9,15879.3,42.4
738,ALTANA,Germany,EU,Chemicals,154.1,8.2,2307.4,2.7,6.7,187.0,-0.5,8.1,295.8,-13.8,12.8,6428.0,5.1, , 
739,SNCF,France,EU,Industrial Transportation,154.0,-2.5,31681.0,-0.5,0.5,2518.0,1.5,7.9,1033.0,-28.3,3.3,203865.0,1.0, , 
740,FLIR SYSTEMS,US,US,Electronic & Electrical Equipment,154.0,3.2,1550.8,-1.4,9.9,26.9,-26.9,1.7,294.5,16.0,19.0,3649.0,3.0,7562.7,66.1
741,HERAEUS,Germany,EU,Industrial Metals & Mining,153.9,12.6,20295.1,-7.1,0.8, , , ,321.0,13.9,1.6,13421.0,5.9, , 
742,MEGGITT,UK,EU,Aerospace & Defence,153.3,25.3,2306.9,4.3,6.6,58.3,-15.2,2.5,287.5,-2.8,12.5,11382.0,2.8,4633.7,4.0
743,CHINA RAILWAY SIGNAL & COMMUNICATION,China,China,Software & Computer Services,153.1,18.6,5077.8,15.7,3.0,125.5,-9.6,2.5,579.3,3.5,11.4,19215.0,4.9,1218.2,-6.2
744,ADIDAS,Germany,EU,Personal Goods,153.0,-18.2,21915.0,3.3,0.7,611.0,-9.9,2.8,2358.0,14.1,10.8,57016.0,0.2,44876.9,13.6
745,GUIDEWIRE SOFTWARE,US,US,Software & Computer Services,152.5,33.1,570.2,28.1,26.7,8.2,59.7,1.4,-13.6,-171.5,-2.4,2292.0,21.1,7080.2,42.8
746,MASTERCARD,US,US,Financial Services,152.0,41.5,12988.6,19.9,1.2,288.2,10.0,2.2,6291.7,10.5,48.4,14800.0,10.4,192978.8,58.0
747,HISENSE ELECTRIC,China,China,Leisure Goods,151.9,63.3,4052.6,4.6,3.7,46.8,29.9,1.2,54.3,-61.0,1.3,21006.0,4.1,1659.2,-31.3
748,YY,China,China,Software & Computer Services,151.9,52.5,2008.9,36.0,7.6,42.6,-15.9,2.1,340.9,5.0,17.0,4325.0,29.6,3223.8,29.1
749,CLOUDERA,US,US,Software & Computer Services,151.8,-19.4,419.2,28.9,36.2,8.8,-22.1,2.1,-169.2,-48.2,-40.4,2947.0,78.8,1981.0,-10.9
750,CHENG SHIN RUBBER INDUSTRY,Taiwan,RoW,Automobiles & Parts,151.4,4.7,3103.8,-2.7,4.9,355.0,-10.3,11.4,233.2,-16.7,7.5,29240.0, ,4320.1,-22.7
751,BRUKER,US,US,Health Care Equipment & Services,151.4,6.6,1655.5,7.3,9.1,43.0,12.6,2.6,242.3,16.2,14.6,6870.0,10.8,4857.5,20.7
752,IMMUNOGEN,US,US,Pharmaceuticals & Biotechnology,151.2,27.0,46.7,-53.7,323.8,4.6,370.1,9.8,-137.8,171.0,-295.2,296.0,1.0,1326.2,102.7
753,RICHEMONT,Switzerland,RoW,General Retailers,151.0,36.0,13989.0,27.0,1.1,720.0,9.6,5.1,1943.0,5.4,13.9,35640.0,24.0,39677.3,-0.1
754,TONGCHENG-ELONG HOLDINGS,China,China,Travel & Leisure,150.9,128.7,669.8,108.7,22.5,43.0,-13.9,6.4,-55.8,-8450.5,-8.3,6258.0, , , 
755,SMITHS,UK,EU,Electronic & Electrical Equipment,150.8,-0.7,3562.5,-2.0,4.2,75.4,9.7,2.1,546.6,-27.3,15.3,21700.0,-0.9,7074.0,4.4
756,JXTG,Japan,Japan,Oil & Gas Producers,150.7,-9.2,87703.7,8.0,0.2,1530.6,-5.4,1.7,2848.1,11.8,3.2,40695.0,2.3,21128.5,47.0
757,TPV TECHNOLOGY,China,China,Technology Hardware & Equipment,150.5,-1.4,7989.2,-4.6,1.9,114.1,27.0,1.4,145.9,112.3,1.8,27811.0,-4.1,209.2,-40.7
758,LINE,Japan,Japan,Software & Computer Services,150.5,84.4,1854.1,31.3,8.1,165.0,65.9,8.9,126.9,-35.8,6.8,6488.0,27.2,9689.4,43.8
759,ROKU,US,US,Media,149.9,55.3,648.5,44.8,23.1,16.0,98.6,2.5,-11.6,-32.2,-1.8,1111.0,36.0,3553.9, 
760,LEONI,Germany,EU,Electronic & Electrical Equipment,149.8,15.6,5101.1,3.6,2.9,315.7,14.7,6.2,145.1,-38.4,2.8,92549.0,7.2,1206.8,-27.0
761,ESPERION THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,149.8,16.2, , , ,0.1,694.8, ,-178.7,21.1, ,76.0,33.3,1158.5,18.8
762,STORA ENSO,Finland,EU,Forestry & Paper,149.0,17.3,10486.0,4.4,1.4,83.0,3.8,0.8,1454.0,50.1,13.9,26129.0,1.7,9818.1,45.3
763,PTC THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,148.7,75.3,231.2,36.2,64.3,6.2,128.9,2.7,-101.0,79.9,-43.7,517.0,38.6,1832.4,144.3
764,SQUARE ENIX,UK,EU,Software & Computer Services,148.3,-22.6,195.7,-38.7,75.8,1.6,225.8,0.8,-34.3,-475.9,-17.5,228.0,5.6, , 
765,CEMEX,Mexico,RoW,Construction & Materials,148.2,53.5,12306.8,7.4,1.2,516.1,8.2,4.2,1214.3,-13.4,9.9, , ,8744.1,-7.7
766,KOREA AEROSPACE INDUSTRIES,South Korea,RoW,Aerospace & Defence,148.0,20.1,2180.9,34.4,6.8,58.3,-72.8,2.7,114.6,-170.1,5.3, , ,3185.6,-9.7
767,CRITEO,France,EU,Media,147.3,2.6,2009.0,0.2,7.3,92.2,-5.8,4.6,128.5,6.7,6.4,2744.0,-0.7,1437.5,-48.2
768,TOKYO ELECTRIC POWER,Japan,Japan,Electricity,147.1,-5.9,49948.5,8.3,0.3,4882.3,10.2,9.8,2460.6,8.2,4.9,41086.0,-1.1,6509.1,15.5
769,INPHI,US,US,Technology Hardware & Equipment,146.7,2.6,257.2,-15.4,57.0,27.7,-15.3,10.8,-62.8,2.5,-24.4,580.0,-5.8,1419.7,0.4
770,INNOVENT BIOLOGICS,China,China,Pharmaceuticals & Biotechnology,146.7,115.4,1.2,-48.9,12142.7,39.9,243.8,3300.0,-197.9,148.5,-16382.8,959.0, , , 
771,MITSUBISHI GAS CHEMICAL,Japan,Japan,Chemicals,146.6,-2.0,5114.1,2.1,2.9,294.8,2.4,5.8,326.1,-34.0,6.4,8276.0,3.3,4222.1,-18.8
772,GRUNDFOS,Denmark,EU,"Gas, Water & Multiutilities",146.4,2.6,3579.6,4.2,4.1,135.3,31.5,3.8,322.2,2.5,9.0,18888.0,3.5, , 
773,ATARA BIOTHERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,146.3,106.2, , , ,31.4,77.6, ,-207.1,95.1, ,311.0,68.1,1621.6,285.8
774,DYSON TECHNOLOGY,UK,EU,General Industrials,146.1,4.6,3473.0,788.3,4.2, , , ,537.2,131.6,15.5,2697.0,107.3, , 
775,HEIDELBERGCEMENT,Germany,EU,Construction & Materials,145.7,3.3,18074.6,4.7,0.8,1036.6,1.7,5.7,1804.6,-6.4,10.0,57939.0,-1.9,13639.1,-15.1
776,PLAYTECH,UK,EU,Software & Computer Services,145.6,7.1,1240.4,53.7,11.7,55.0,58.5,4.4,143.0,-16.8,11.5,5303.0,5.1,1871.9,-44.0
777,VIASAT,US,US,Technology Hardware & Equipment,145.5,-31.7,1806.3,29.7,8.1,556.2,24.5,30.8,-52.9,-34.2,-2.9,5600.0,7.7,3267.1,1.4
778,IRONWOOD PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,145.4,12.3,302.7,16.2,48.0,7.5,104.7,2.5,-194.6,189.0,-64.3,515.0,-29.5,2338.7,24.3
779,AUTOHOME,China,China,Automobiles & Parts,144.7,29.2,921.8,16.5,15.7,14.5,31.7,1.6,365.6,40.4,39.7,4335.0,5.8,4064.7,30.9
780,JVC KENWOOD,Japan,Japan,Leisure Goods,144.3,2.3,2424.2,2.3,6.0,61.9,0.2,2.6,59.5,58.5,2.5,16939.0,-4.8,363.1,13.5
781,EYGS,UK,EU,Support Services,144.1,-8.8,3325.7,7.2,4.3,0.9,27.0,0.0,31.1,10.4,0.9,158.0,13.7, , 
782,STANLEY ELECTRIC,Japan,Japan,Automobiles & Parts,143.9,11.8,3421.0,-1.8,4.2,279.7,7.1,8.2,425.0,1.4,12.4,17263.0,3.5,5320.6,4.9
783,MITSUBA,Japan,Japan,Electronic & Electrical Equipment,143.8,15.1,2626.3,-13.9,5.5,272.3,70.5,10.4,85.5,-43.0,3.3,28433.0,5.9,328.3,-42.7
784,BOX,US,US,Software & Computer Services,143.0,19.7,531.3,20.2,26.9,12.9,25.3,2.4,-117.2,-12.8,-22.1,1980.0,11.0,3037.5,120.6
785,TECHNICOLOR,France,EU,Media,143.0,-18.3,4006.0,-5.8,3.6,68.0,33.3,1.7,119.0,240.0,3.0,17745.0,8.8,489.5,-61.5
786,TASLY PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,143.0,84.1,2258.9,12.0,6.3,99.4,52.5,4.4,294.9,7.0,13.1,9274.0,-6.0,4260.4,-14.7
787,SANKEN ELECTRIC,Japan,Japan,Technology Hardware & Equipment,142.6,3.0,1368.4,-0.9,10.4,155.2,25.5,11.3,82.1,-13.4,6.0,9481.0,-2.5,629.8,13.5
788,PINDUODUO,China,China,General Retailers,142.2,763.9,1672.0,652.3,8.5,3.5,206.4,0.2,-1376.3,1743.8,-82.3,3683.0,217.8,1446.6, 
789,COTY,US,US,Personal Goods,142.2,-6.8,7553.3,-8.0,1.9,372.6,-4.4,4.9,-2843.4,-577.0,-37.6,19000.0,-5.0,8104.7,-25.2
790,LIVANOVA,UK,EU,Health Care Equipment & Services,142.0,10.2,1034.3,-5.8,13.7,33.2,11.4,3.2,-226.5,103230.7,-21.9,4000.0,-11.1,5328.1,102.3
791,TIANNENG POWER,China,China,Electronic & Electrical Equipment,142.0,26.2,4403.4,28.4,3.2,60.7,22.7,1.4,231.4,11.2,5.3,20508.0,7.8,1224.5,45.5
792,BRP,Canada,RoW,Automobiles & Parts,141.9,11.4,3357.3,17.8,4.2,178.1,29.2,5.3,306.0,24.9,9.1, , ,1489.3,84.4
793,QIAGEN,Netherlands,EU,Pharmaceuticals & Biotechnology,141.4,5.0,1311.7,5.9,10.8,48.7,104.9,3.7,238.0,73.7,18.1,4952.0,5.6,7710.8,21.5
794,SINGAPORE TECHNOLOGIES ENGINEERING,Singapore,RoW,Construction & Materials,141.3,17.5,4286.1,2.7,3.3,215.1,23.3,5.0,386.0,3.8,9.0,22000.0,2.1,6667.0,-8.5
795,MTU AERO ENGINES,Germany,EU,Aerospace & Defence,141.1,-15.2,4567.1,-9.3,3.1,199.3,2.0,4.4,620.1,10.6,13.6,9731.0,10.0,9854.0,61.2
796,BOUYGUES,France,EU,Construction & Materials,141.0,8.5,35555.0,8.0,0.4,1880.0,-2.6,5.3,2193.0,18.6,6.2,129275.0,11.9,13933.3,2.3
797,AGFA-GEVAERT,Belgium,EU,Electronic & Electrical Equipment,141.0,-2.1,2247.0,-8.0,6.3,38.0,-11.6,1.7,64.0,-56.2,2.8,9662.0,-1.8,649.9,1.8
798,KARYOPHARM THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,140.9,52.7,26.5,1790.1,531.9,2.1,3711.3,7.8,-157.1,37.8,-593.0,332.0,115.6,1113.4,164.6
799,LOGITECH INTERNATIONAL,Switzerland,RoW,Technology Hardware & Equipment,140.8,12.2,2435.2,8.6,5.8,31.4,-9.6,1.3,229.9,14.6,9.4,6600.0,8.2,7345.1,50.2
800,DENTSPLY SIRONA,US,US,Health Care Equipment & Services,140.2,5.8,3481.5,-0.2,4.0,159.4,26.5,4.6,-800.3,-19.4,-23.0,16400.0,1.9,7752.0,-31.6
801,NISSAN CHEMICAL INDUSTRIES,Japan,Japan,Chemicals,139.9,3.0,1614.6,6.0,8.7,76.8,-29.2,4.8,292.3,6.0,18.1,2583.0,2.9,6223.0,41.9
802,VEEVA SYSTEMS,US,US,Software & Computer Services,139.9,19.7,753.0,24.9,18.6,7.4,-12.4,1.0,194.6,41.1,25.8,2553.0,17.6,11103.7,86.6
803,ELECTRONICS FOR IMAGING,US,US,Technology Hardware & Equipment,139.7,1.6,886.5,2.2,15.8,10.7,-10.6,1.2,29.1,-5.2,3.3,3400.0,1.0,1348.3,-6.4
804,ASCENDIS PHARMA,Denmark,EU,Pharmaceuticals & Biotechnology,139.5,41.0,10.6,591.6,1318.0,2.6,181.4,25.0,-154.8,38.7,-1462.6,216.0,57.7,2574.1,225.1
805,TG THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,139.2,55.5,0.1,-0.2,104862.5,0.1,3937.1,59.2,-152.3,46.9,-114736.9,105.0,40.0,918.6,20.3
806,SLACK TECHNOLOGIES,US,US,Software & Computer Services,138.3,12.0,349.8,81.6,39.5,49.1,154.9,14.0,-134.3,6.9,-38.4, , , , 
807,RAMBUS,US,US,Technology Hardware & Equipment,138.3,6.2,201.9,-41.2,68.5,9.4,14.7,4.7,-74.0,-255.8,-36.7,796.0,-2.8,1145.6,-7.4
808,S&T,Austria,EU,Technology Hardware & Equipment,138.0,7.6,990.9,12.3,13.9,25.1,9.1,2.5,60.8,46.1,6.1,4335.0,10.6,136.7,47.2
809,FUJIKURA,Japan,Japan,Electronic & Electrical Equipment,137.6,7.2,5601.1,-4.0,2.5,442.0,37.0,7.9,204.1,-22.9,3.6,57228.0,-2.0,1599.4,-23.3
810,PEARSON,UK,EU,Media,137.5,-6.8,4578.1,-8.5,3.0,77.6,-14.6,1.7,613.2,22.6,13.4,24322.0,-19.8,7944.9,43.5
811,PHOENIX CONTACT,Germany,EU,Electronic & Electrical Equipment,137.4,11.6,2164.4,10.8,6.3,161.2,2.3,7.4,168.3,-1.8,7.8,14210.0,6.4, , 
812,GROUPE SEB,France,EU,Household Goods & Home Construction,137.3,3.6,6812.2,5.1,2.0,175.8,6.5,2.6,659.2,5.8,9.7,33974.0,5.1,8057.1,5.2
813,AMKOR TECHNOLOGY,US,US,Technology Hardware & Equipment,137.3,-5.7,3769.8,2.6,3.6,477.8,-0.7,12.7,225.5,-36.3,6.0,30850.0,5.3,1826.3,-0.5
814,ELLIE MAE,US,US,Software & Computer Services,137.2,17.3,419.4,15.2,32.7,21.2,-14.3,5.1,9.5,-74.2,2.3,1570.0,6.1,3187.8,27.9
815,LENDINGCLUB,US,US,Financial Services,137.1,4.3,606.8,20.9,22.6,46.3,18.7,7.6,-111.9,-16.5,-18.4,1768.0,-3.8,1334.4,-40.0
816,LUMENTUM,US,US,Health Care Equipment & Services,136.9,5.7,1367.1,56.3,10.0,146.1,21.1,10.7,9.0,-82.7,0.7,5161.0,150.9,3753.8,22.9
817,WINBOND ELECTRONICS,Taiwan,RoW,Technology Hardware & Equipment,136.7,-28.5,1454.7,7.6,9.4,481.1,9.9,33.1,226.2,18.5,15.5, , ,1951.0,-17.2
818,RELIANCE INDUSTRIES,India,RoW,Chemicals,136.5,36.7,70949.8,44.8,0.2,8128.3,-59.1,11.5,8047.2,31.8,11.3,28967.0,-1.9,98416.2,51.8
819,LINGYI ITECH (GUANGDONG),China,China,Construction & Materials,136.3,105.7,2819.8,135.2,4.8,186.1,69.1,6.6,235.9,-17.4,8.4,61689.0,229.5,471.5,-68.6
820,EXPERIAN,UK,EU,Support Services,136.2,20.9,4245.4,5.0,3.2,79.5,28.2,1.9,1014.8,11.0,23.9,16464.0,1.4,19481.1,21.5
821,ELEKTA,Sweden,EU,Health Care Equipment & Services,135.4,3.0,1321.8,19.6,10.2,19.6,-5.2,1.5,173.0,18.4,13.1,3897.0,4.9,4297.0,45.3
822,RSA INSURANCE,UK,EU,Nonlife Insurance,135.3,-6.9,7173.8,-3.1,1.9,24.4,22.2,0.3,80.9,170.4,1.1,12244.0,-8.4,7190.9,-4.9
823,VIVENDI,France,EU,Media,135.0,-12.3,13932.0,11.3,1.0,351.0,34.5,2.5,1182.0,16.1,8.5,41600.0,-0.3,29181.6,17.1
824,GOPRO,US,US,Leisure Goods,134.9,-29.5,1002.9,-2.7,13.5,9.6,-54.3,1.0,-62.2,-50.3,-6.2,891.0,-30.0,631.7,-27.2
825,DIEBOLD,US,US,Technology Hardware & Equipment,134.8,-0.7,3998.8,-0.7,3.4,51.1,-15.7,1.3,-260.2,771.1,-6.5,23000.0,0.0,315.7,-76.6
826,ZENDESK,US,US,Software & Computer Services,134.8,23.2,522.9,39.2,25.8,30.8,115.4,5.9,-120.5,29.9,-23.0,2740.0,33.0,6375.1,165.1
827,MANN + HUMMEL INTERNATIONAL,Germany,EU,Industrial Engineering,134.5,4.8,3892.0,11.8,3.5,160.6,10.2,4.1, , , ,123.0,-99.4, , 
828,KELLOGG,US,US,Food Producers,134.5,4.1,11831.4,5.4,1.1,504.8,15.4,4.3,1476.0,13.7,12.5,34000.0,3.0,21735.9,10.2
829,LEAR,US,US,Automobiles & Parts,134.1,3.8,18470.3,3.3,0.7,591.3,13.9,3.2,1493.4,1.5,8.1,169000.0,2.4,9280.4,4.5
830,NIPPON PAINT,Japan,Japan,Industrial Engineering,133.9,14.7,4946.2,2.9,2.7,145.0,-11.6,2.9,614.8,-11.1,12.4,20402.0,-0.1,11257.0,17.1
831,GW PHARMACEUTICALS,UK,EU,Pharmaceuticals & Biotechnology,133.8,9.0,11.1,15.5,1202.6,27.4,45.9,246.2,-252.2,45.6,-2267.4,769.0,44.3,3411.4,46.6
832,HANON SYSTEMS,South Korea,RoW,Automobiles & Parts,133.2,8.2,4647.9,6.3,2.9,442.4,32.3,9.5,339.6,-7.4,7.3, , ,5014.3,3.9
833,SUMITOMO HEAVY INDUSTRIES,Japan,Japan,Industrial Engineering,133.2,13.1,7116.2,14.2,1.9,266.8,13.2,3.7,565.8,3.1,8.0,22543.0,7.3,3501.2,-11.8
834,HUNTSMAN,US,US,Chemicals,132.8,10.1,8191.3,12.2,1.6,273.4,11.0,3.3,903.9,15.9,11.0,10000.0,0.0,6369.1,14.4
835,LANDIS+GYR,Switzerland,RoW,Electricity,132.7,-3.8,1541.6,1.6,8.6,35.2,6.5,2.3,138.2,231.3,9.0,5611.0,-5.1,1792.9,-7.4
836,ALLOGENE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,132.6, , , , ,2.8, , ,-159.6,9140788.8, ,122.0,56.4, , 
837,NHK SPRING,Japan,Japan,Automobiles & Parts,132.6,4.4,5366.5,3.2,2.5,291.5,17.3,5.4,119.2,-52.2,2.2,18196.0,5.1,2255.6,6.9
838,HANMI PHARM,South Korea,RoW,Pharmaceuticals & Biotechnology,132.5,17.9,795.3,10.8,16.7,165.4,-19.5,20.8,65.4,1.7,8.2, , ,4434.0,25.9
839,NIPPON SHINYAKU,Japan,Japan,Pharmaceuticals & Biotechnology,131.6,26.3,904.0,13.1,14.6,10.6,-66.4,1.2,162.7,20.9,18.0,1951.0,1.2,3615.0,-14.6
840,SAWAI PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,131.4,14.7,1452.6,9.7,9.0,59.1,-27.3,4.1,203.7,16.6,14.0,3131.0,-3.7,2059.7,13.9
841,JIANGSU ZHONGTIAN TECHNOLOGIES,China,China,Electronic & Electrical Equipment,131.2,8.8,4296.5,26.5,3.1,356.5,17.6,8.3,321.9,25.1,7.5,11992.0,14.1,3125.6,-8.4
842,TOSOH,Japan,Japan,Chemicals,131.2,7.4,6788.4,4.7,1.9,487.7,47.9,7.2,832.3,-18.6,12.3,12955.0,2.9,4472.7,-32.3
843,DEUTSCHE BORSE,Germany,EU,Financial Services,130.8,-15.3,3060.2,4.8,4.3,65.2,51.3,2.1,1156.8,-10.2,37.8,5964.0,5.7,22870.5,32.1
844,KRKA,Slovenia,EU,Pharmaceuticals & Biotechnology,130.7,3.8,1331.9,5.2,9.8,86.3,-19.0,6.5,230.5,16.7,17.3,11390.0,5.2,1869.2,0.4
845,NIPRO,Japan,Japan,Health Care Equipment & Services,130.2,2.6,3360.1,7.8,3.9,441.1,-10.3,13.1,180.6,-7.9,5.4,29325.0,3.5,2005.1,2.1
846,CHRISTIAN DIOR,France,EU,Personal Goods,130.0,0.0,46826.0,7.2,0.3,2604.0,22.3,5.6,9875.0,20.9,21.1,156088.0,7.5,67004.4,43.1
847,BRUNSWICK,US,US,Leisure Goods,130.0,7.4,4505.8,6.7,2.9,168.9,-4.8,3.7,381.8,-10.9,8.5,16038.0,6.1,5030.7,23.7
848,ZEON,Japan,Japan,Chemicals,129.9,9.1,2659.6,1.4,4.9,94.9,-0.8,3.6,199.6,5.1,7.5,3405.0,2.3,2225.0,-14.1
849,GIESECKE & DEVRIENT,Germany,EU,Support Services,129.6,-4.8,2246.0,5.1,5.8,79.2,10.5,3.5,116.0,-16.1,5.2,11389.0,-1.8, , 
850,WOODWARD,US,US,Industrial Engineering,129.5,17.2,2031.3,10.8,6.4,111.0,37.7,5.5,232.4,-1.6,11.4,8300.0,20.3,4340.6,15.4
851,FINCANTIERI,Italy,EU,Industrial Engineering,129.2,6.0,5368.9,9.3,2.4,124.1,15.0,2.3,257.9,6.7,4.8,19274.0,-1.4,2159.1,33.1
852,FONTERRA CO-OPERATIVE,New Zealand,RoW,Food Producers,129.0,19.6,11982.9,6.3,1.1,503.1,24.3,4.2,386.4,-39.6,3.2,21500.0,0.5,4753.8,-18.8
853,SENSATA TECHNOLOGIES HOLDING,UK,EU,Electronic & Electrical Equipment,128.6,13.1,3075.7,6.5,4.2,139.6,10.5,4.5,620.5,28.6,20.2,21650.0,-2.0,7847.1, 
854,HISENSE HOME APPLIANCES GROUP,China,China,Household Goods & Home Construction,128.5,38.7,4139.3,7.9,3.1,42.1,-15.4,1.0,92.0,43.8,2.2,32858.0,-2.6,325.4,-31.6
855,CHINA NATIONAL SOFTWARE & SERVICE,China,China,Software & Computer Services,128.4,3.9,579.3,-6.8,22.2,9.2,-34.9,1.6,18.8,25.5,3.2,6669.0,1.1,1840.4,57.8
856,BUHLER,Switzerland,RoW,Industrial Engineering,128.3,21.6,2900.9,22.4,4.4,100.3,21.5,3.5,204.6,12.5,7.1,13165.0,20.0, , 
857,HANKOOK TIRE,South Korea,RoW,Automobiles & Parts,128.1,9.1,5319.1,-0.3,2.4,257.5,-31.4,4.8,550.0,-11.4,10.3, , ,4523.6,-20.9
858,AMERICAN AXLE & MANUFACTURING,US,US,Automobiles & Parts,127.7,-9.5,6349.7,16.0,2.0,458.7,7.0,7.2,148.3,-74.0,2.3,27000.0,8.0,1727.5,21.6
859,CHINA INTERNATIONAL MARINE CONTAINERS,China,China,General Industrials,127.6,38.1,11536.9,22.3,1.1,617.7,183.9,5.4,1175.0,64.4,10.2,51253.0,1.1,1597.9,-47.6
860,INTERCONTINENTALEXCHANGE GROUP,US,US,Financial Services,127.5,6.6,4348.5,7.4,2.9,117.0,-39.1,2.7,2285.6,8.4,52.6,5161.0,4.2,38177.3,14.9
861,DHC SOFTWARE,China,China,Software & Computer Services,127.1,196.4,1075.4,16.8,11.8,14.8,39.1,1.4,101.5,41.7,9.4,8044.0,-6.0,3055.8,-14.2
862,RIBBON COMMUNICATIONS,US,US,Software & Computer Services,127.0,43.3,504.7,75.2,25.2,6.9,97.7,1.4,-27.5,1.3,-5.4,2245.0,-8.6,628.6, 
863,HEIDELBERGER DRUCKMASCHINEN,Germany,EU,Industrial Engineering,127.0,5.1,2490.5,2.9,5.1,124.9,9.0,5.0,77.3,-9.7,3.1,11851.0,-0.2,679.0,-22.8
864,HANWHA AEROSPACE,South Korea,RoW,Aerospace & Defence,127.0,-10.8,3485.9,5.6,3.6,219.3,25.3,6.3,41.6,-35.9,1.2, , ,1018.4,-36.3
865,WATERS,US,US,Health Care Equipment & Services,127.0,7.7,2113.5,4.8,6.0,83.9,12.4,4.0,651.6,9.5,30.8,7200.0,2.9,12753.4,-0.3
866,MAANSHAN IRON & STEEL,China,China,Industrial Metals & Mining,127.0,29.3,10208.5,12.1,1.2,327.8,73.3,3.2,1116.5,43.2,10.9,28454.0,-5.9,794.0,-0.5
867,INSMED,US,US,Pharmaceuticals & Biotechnology,126.9,32.4,8.6, ,1477.2,11.4,336.2,133.1,-268.4,62.7,-3124.9,373.0,74.3,1341.0,98.2
868,CIPLA,India,RoW,Pharmaceuticals & Biotechnology,126.8,17.3,2009.4,9.3,6.3,104.1,1.9,5.2,233.6,14.3,11.6,26000.0,10.1,6650.8,15.5
869,AISINO,China,China,Software & Computer Services,126.5,77.0,3542.0,-5.7,3.6,120.5,51.3,3.4,448.0,19.5,12.6,20990.0,0.5,6672.5,43.6
870,MERZ PHARMA,Germany,EU,Pharmaceuticals & Biotechnology,126.4,-12.6,1024.4,0.1,12.3,32.1,53.6,3.1,96.3,-3.6,9.4,3151.0,5.9, , 
871,ASM INTERNATIONAL,Netherlands,EU,Technology Hardware & Equipment,126.1,8.5,818.1,10.9,15.4,67.1,51.8,8.2,124.3,9.8,15.2,2181.0,14.8,2613.3,-15.0
872,RICHTER GEDEON,Hungary,EU,Pharmaceuticals & Biotechnology,126.0,1.6,1384.9,0.3,9.1,121.5,28.8,8.8,138.8,115.5,10.0,12696.0,4.3,3204.0,-17.3
873,SOPHOS,UK,EU,Software & Computer Services,125.7,-1.3,620.6,11.2,20.3,11.2,28.0,1.8,52.4,-591.8,8.4,3503.0,5.5,2773.9,7.2
874,KEYENCE,Japan,Japan,Electronic & Electrical Equipment,125.5,20.6,4626.4,11.4,2.7,58.0,8.7,1.3,2504.9,8.5,54.1,7941.0,20.3,60265.1,9.8
875,ACI WORLDWIDE,US,US,Software & Computer Services,125.4,4.9,881.9,-1.4,14.2,16.0,-29.0,1.8,112.1,47.4,12.7,3807.0,-4.3,2872.3,22.2
876,SUNWODA ELECTRONICS,China,China,General Industrials,125.4,55.1,2579.5,46.2,4.9,266.5,31.3,10.3,145.6,41.5,5.6,20676.0,0.5,1363.9,-26.5
