World rank,Company,Country,Region,Industry,R&D 2018/19 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1330,TRULY INTERNATIONAL,China,China,Leisure Goods,74.3,-17.9,2203.2,-4.7,3.4,210.5,-27.8,9.6,122.7,-17.7,5.6,16100.0,-23.7,438.3,-42.9
1331,ASHLAND,US,US,Chemicals,74.2,-6.6,3269.0,14.8,2.3,161.6,-7.0,4.9,296.9,21.0,9.1,6000.0,-7.7,4590.6,35.7
1332,CNOOC ENERGY TECHNOLOGY & SERVICES,China,China,Oil & Gas Producers,74.2,23.8,3668.5,22.5,2.0,86.6,44.5,2.4,182.3,1.2,5.0,15572.0,-4.9, , 
1333,COOPER COMPANIES,US,US,Health Care Equipment & Services,74.1,22.5,2212.1,18.4,3.3,169.1,52.2,7.6,352.1,-6.1,15.9,12000.0,1.7,10977.2,2.4
1334,NIPPON SHEET GLASS,Japan,Japan,Construction & Materials,73.9,3.1,4828.9,1.5,1.5,221.6,-10.9,4.6,270.4,-13.8,5.6,26741.0,-0.8,836.6,41.0
1335,DESPEGAR.COM,Argentina,RoW,Travel & Leisure,73.9,0.5,463.4,1.3,16.0,11.4,49.6,2.5,39.6,-36.3,8.6,3398.0,14.8,1018.4, 
1336,FIRST SOLAR,US,US,Alternative Energy,73.8,-4.6,1959.9,-23.7,3.8,646.1,43.8,33.0,35.0,-81.3,1.8,6400.0,56.1,4766.9,11.3
1337,ZHEJIANG BEIDA PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,73.6,52.3,152.3,18.9,48.3,78.4,5.0,51.4,24.8,-26.0,16.3,1160.0,17.9,891.0,211.3
1338,ASPEN TECHNOLOGY,US,US,Software & Computer Services,73.6,2.2,436.3,3.4,16.9,0.3,-87.8,0.1,183.1,-1.1,42.0,1466.0,3.3,4038.0,27.6
1339,NISSIN FOOD HOLDINGS,Japan,Japan,Food Producers,73.6,20.0,3553.8,-12.7,2.1,407.9,7.8,11.5,152.4,-32.8,4.3,12539.0,3.6,5905.5,-5.9
1340,EPIZYME,US,US,Pharmaceuticals & Biotechnology,73.5,-15.6,19.0,117.0,387.7,0.3,-69.6,1.4,-111.9,-6.4,-590.3,124.0,-5.3,716.7,-19.3
1341,TELENAV,US,US,Technology Hardware & Equipment,73.4,-4.6,192.9,1.1,38.0,1.2,-69.9,0.6,-29.2,-16.9,-15.1,784.0,0.0,219.5,-12.0
1342,CELLTRION,South Korea,RoW,Pharmaceuticals & Biotechnology,73.3,71.5,768.8,3.5,9.5,160.6,89.1,20.9,265.1,-33.3,34.5, , , , 
1343,REGENXBIO,US,US,Pharmaceuticals & Biotechnology,73.3,46.6,190.8,2002.4,38.4,11.6,85.4,6.1,77.0,-216.3,40.3,192.0,38.1,1987.9,223.8
1344,TORO,US,US,Industrial Engineering,72.9,3.9,2287.0,4.5,3.2,78.7,54.7,3.4,325.8,5.1,14.2,6888.0,0.5,5602.8,-3.5
1345,ACER,Taiwan,RoW,Technology Hardware & Equipment,72.7,2.5,6884.8,2.1,1.1,6.6,-18.3,0.1,106.2,8.0,1.5, , ,2246.9,69.1
1346,KMW+NEXTER DEFENSE SYSTEMS,Netherlands,EU,Aerospace & Defence,72.7,-12.9,2245.3,-15.2,3.2, , , ,285.5,-5.7,12.7,7545.0,2.9, , 
1347,VAREX IMAGING,US,US,Health Care Equipment & Services,72.5,23.3,675.5,10.8,10.7,17.8,1.0,2.6,38.9,-46.8,5.8,2000.0,0.0,1042.4,3.9
1348,DECIPHERA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,72.4,109.8, , , ,1.0,177.1, ,-90.9,104.4, ,114.0,75.4,1216.5, 
1349,SUZHOU KEDA TECHNOLOGY,China,China,Technology Hardware & Equipment,72.4,18.6,304.6,33.9,23.8,9.0,25.8,3.0,48.1,22.3,15.8,4831.0,32.5,560.0,110.8
1350,LOTTE CHEMICAL,South Korea,RoW,Chemicals,72.3,0.7,12951.3,4.2,0.6,1446.5,-8.6,11.2,1540.1,-32.8,11.9, , ,8478.5,-20.9
1351,HORIZON THERAPEUTICS,Ireland,EU,Pharmaceuticals & Biotechnology,72.3,10.8,1054.6,14.3,6.9,4.2,10.1,0.4,-33.6,-90.2,-3.2,1000.0,-1.0,3076.5,57.6
1352,SYNEOS HEALTH UK,UK,EU,Pharmaceuticals & Biotechnology,72.3,106.5,488.4,9.0,14.8,0.8,66.8,0.2,31.7,-32.0,6.5,766.0,3.2, , 
1353,MCCORMICK,US,US,Food Producers,72.1,4.7,4723.9,11.9,1.5,147.7,-7.3,3.1,822.8,22.4,17.4,11600.0,-0.9,13280.7,33.4
1354,NETGEAR,US,US,Fixed Line Telecommunications,72.0,-12.9,924.7,1.9,7.8,10.7,20.8,1.2,36.6,-2.2,4.0,837.0,-17.0,1968.2,48.6
1355,TELENOR,Norway,RoW,Mobile Telecommunications,72.0,2.9,11991.8,-7.6,0.6,2111.6,1.4,17.6,2388.8,12.6,19.9,21000.0,-8.7,23380.5,-1.4
1356,ASELSAN ELEKTRONIK SANAYI VE TICARET,Turkey,RoW,Electronic & Electrical Equipment,71.9,19.6,1494.2,66.4,4.8,57.0,62.3,3.8,289.2,66.6,19.4,5694.0,4.7,4882.1,9.0
1357,DONGXU OPTOELECTRONIC TECHNOLOGY,China,China,Electronic & Electrical Equipment,71.9,46.2,3478.6,59.1,2.1,687.9,154.6,19.8,440.0,15.0,12.6,8606.0,8.5,107.0,-36.3
1358,LATTICE SEMICONDUCTOR,US,US,Technology Hardware & Equipment,71.8,-20.1,348.3,3.3,20.6,7.3,-34.8,2.1,13.8,-143.0,4.0,754.0,-9.6,906.7,49.4
1359,DAYIE SPECIAL STEEL,China,China,Industrial Metals & Mining,71.7,57.5,1530.1,23.9,4.7,6.1,-4.4,0.4,78.8,8.9,5.1,3736.0,-0.8,558.4,-27.1
1360,COMSCORE,US,US,Support Services,71.7,-7.8,366.4,3.9,19.6,3.7,-58.7,1.0,-106.4,-39.8,-29.0,1800.0,-1.6,955.2,-34.2
1361,UBIQUITI NETWORKS,US,US,Technology Hardware & Equipment,71.7,10.4,1014.6,14.2,7.1,8.5,6.2,0.8,360.1,26.4,35.5,955.0,13.3,5798.6,38.7
1362,CHEMOURS,US,US,Chemicals,71.6,2.5,5797.4,7.4,1.2,434.9,21.2,7.5,1127.5,24.5,19.4,7000.0,0.0,6734.0,-15.0
1363,TRINET GROUP,US,US,Support Services,71.6,10.8,3059.4,7.0,2.3,37.6,13.2,1.2,219.2,15.7,7.2,3100.0,14.8,3639.7,68.1
1364,SHENZHEN SALUBRIS PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,71.6,30.2,581.8,12.1,12.3,42.4,0.4,7.3,215.8,1.3,37.1,4622.0,14.3,3904.6,-5.6
1365,WORKIVA,US,US,Software & Computer Services,71.3,19.7,213.4,17.5,33.4,1.0,-5.6,0.5,-43.5,12.4,-20.4,1319.0,0.1,1079.0,96.6
1366,HOLITECH TECHNOLOGY,China,China,Chemicals,71.1,22.1,2103.1,12.3,3.4,272.3,-4.0,12.9,275.8,38.8,13.1,27953.0,-4.5,1551.0,-35.9
1367,BOLIDEN,Sweden,EU,Mining,71.0,9.1,5115.0,5.9,1.4,595.3,9.5,11.6,859.8,-1.4,16.8,5819.0,2.4,6385.1,-13.9
1368,KYB,Japan,Japan,Industrial Engineering,70.9,-12.1,3248.3,5.1,2.2,161.1,41.9,5.0,135.3,-19.1,4.2,15427.0,4.6,924.2,-25.3
1369,MIRATI THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,70.7,39.4,11.3, ,626.2,0.1,50.6,0.9,-89.6,43.5,-794.0,63.0,23.5,1598.1,1257.1
1370,SEALED AIR,US,US,General Industrials,70.6,-12.0,4133.4,6.1,1.7,147.2,-8.3,3.6,614.9,20.7,14.9,15500.0,3.3,5563.3,-24.5
1371,GUANGZHOU PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,70.3,51.4,5316.6,102.7,1.3,61.0,143.2,1.1,324.0,31.6,6.1,23131.0,5.4,708.5,46.1
1372,GEBERIT,Switzerland,RoW,General Industrials,70.2,2.5,2732.2,5.9,2.6,144.0,2.1,5.3,627.6,13.8,23.0,11630.0,-0.7,14481.7,0.6
1373,XTRION,Belgium,EU,Technology Hardware & Equipment,70.1,12.2,568.1,11.3,12.3,76.3,64.4,13.4, , , , , , , 
1374,GUERBET,France,EU,Pharmaceuticals & Biotechnology,70.1,4.1,789.6,-2.2,8.9,32.7,24.0,4.1,68.0,-27.3,8.6,2850.0,3.2,701.6,-20.3
1375,CHICONY ELECTRONICS,Taiwan,RoW,Technology Hardware & Equipment,70.1,-15.1,2479.7,11.6,2.8,62.9,-6.3,2.5,146.8,0.8,5.9, , ,1340.8,-13.6
1376,WEST JAPAN RAILWAY,Japan,Japan,Travel & Leisure,70.1,5.9,12051.2,1.9,0.6,2027.3,27.5,16.8,1552.0,4.2,12.9,47842.0,-0.1,11309.2,-7.3
1377,SOLAREDGE TECHNOLOGIES,US,US,Alternative Energy,70.0,45.8,818.5,54.4,8.6,33.7,80.6,4.1,121.8,53.1,14.9,1737.0,72.5,1905.4,93.8
1378,ODONATE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,69.8,186.5, , , ,1.7,2197.6, ,-79.3,177.2, ,130.0,116.7,450.7, 
1379,GENTHERM,US,US,Automobiles & Parts,69.8,-3.1,906.8,5.3,7.7,36.3,-18.2,4.0,66.4,-22.3,7.3,13755.0,5.2,1566.8,56.3
1380,KAILE SCIENCE AND TECHNOLOGY,China,China,Technology Hardware & Equipment,69.8,16.2,2124.9,14.2,3.3,9.9,-40.4,0.5,205.8,23.7,9.7,2680.0,5.6,1609.3,-25.1
1381,ENANTA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,69.7, ,180.5,101.0,38.6,2.6,19.0,1.4,77.1,258.9,42.7,113.0,27.0,1538.9,115.3
1382,IMA INDUSTRIA MACCHINE AUTOMATICHE,Italy,EU,Industrial Engineering,69.7,11.3,1500.4,3.9,4.6,36.5,72.8,2.4,189.9,12.7,12.7,5623.0,0.2,2760.0,-13.5
1383,FORTRESS BIOTECH,US,US,Pharmaceuticals & Biotechnology,69.7,71.3,23.5,55.9,297.0,6.2,992.9,26.3,-104.8,33.6,-446.4,88.0,29.4,93.5,-55.2
1384,PROGRESS SOFTWARE,US,US,Software & Computer Services,69.6,3.6,346.9,-0.1,20.1,6.3,114.7,1.8,77.3,-6.1,22.3,1412.0,-3.9,1609.1,13.6
1385,CHINA SINOMA INTERNATIONAL ENGINEERING,China,China,Construction & Materials,69.6,10.2,2719.2,9.8,2.6,34.5,47.0,1.3,230.7,42.9,8.5,7944.0,-3.6,1452.2,-20.1
1386,HALMA,UK,EU,Electronic & Electrical Equipment,69.5,11.1,1342.6,12.5,5.2,29.3,30.7,2.2,239.3,17.7,17.8,6508.0,6.5,6027.9,31.0
1387,BEIJING VENUSTECH,China,China,Software & Computer Services,69.5,81.4,314.5,10.8,22.1,15.9,-58.3,5.0,63.2,27.0,20.1,3863.0,2.2,1350.5,-14.8
1388,SANDEN,Japan,Japan,Automobiles & Parts,69.5,12.2,2158.7,-4.8,3.2,111.9,60.2,5.2,7.0,-83.7,0.3,9628.0,-4.7,322.7,-15.4
1389,CDK,US,US,Software & Computer Services,69.4,-53.9,1672.3,-15.8,4.2,47.5,18.3,2.8,528.8,-5.3,31.6,9000.0,5.9,7045.2,-10.7
1390,LONKING HOLDINGS,China,China,Industrial Engineering,69.4,42.6,1512.5,32.0,4.6,44.5,105.2,2.9,177.1,5.0,11.7,8424.0,12.6,1288.3,-13.2
1391,WEG,Brazil,RoW,Industrial Engineering,69.3,18.6,2698.4,25.7,2.6,91.0,58.3,3.4,339.7,27.5,12.6,31104.0,5.6,9055.2,21.6
1392,GUANGXI LIUGONG MACHINERY,China,China,General Industrials,69.3,62.7,2265.2,51.2,3.1,28.5,28.4,1.3,169.5,85.3,7.5,9807.0,16.5,1568.6,19.8
1393,PHARMA MAR,Spain,EU,Pharmaceuticals & Biotechnology,69.3,-8.0,162.6,-9.4,42.6,2.1,-39.3,1.3,-14.1,-20.4,-8.7,338.0,-53.5,369.8,-56.3
1394,SYNCHRONOSS TECHNOLOGIES,US,US,Software & Computer Services,69.1,-12.9,284.6,-19.0,24.3,10.2,-4.1,3.6,-132.7,27.8,-46.6,1428.0,0.0,232.3,-65.8
1395,SHANDONG BUCHANG PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,69.1,-1.5,1705.7,-1.3,4.1,166.9,-10.0,9.8,294.8,28.9,17.3,8004.0,7.6,1465.9,136.8
1396,OJI,Japan,Japan,Forestry & Paper,69.1,-2.0,12222.1,4.4,0.6,466.5,-8.6,3.8,599.5,11.2,4.9,36309.0,0.5,6083.1,31.9
1397,TENABLE HOLDINGS,US,US,Software & Computer Services,69.1,37.1,233.5,42.4,29.6,5.0,108.1,2.1,-63.4,78.1,-27.1,1252.0,27.2,2694.3, 
1398,LIFAN INDUSTRY,China,China,Automobiles & Parts,69.0,-27.8,1344.9,-10.7,5.1,87.1,-7.1,6.5,143.4,59499.0,10.7,9134.0,-13.2,732.8,-44.0
1399,TOHOKU ELECTRIC POWER,Japan,Japan,Electricity,68.9,1.1,17685.6,8.3,0.4,2145.8,-5.2,12.1,659.1,-9.8,3.7,25032.0,-0.1,5524.2,-7.3
1400,KINGENTA ECOLOGICAL ENGINEERING,China,China,Chemicals,68.8,27.4,1950.7,-22.2,3.5,99.3,13.5,5.1,80.3,-29.3,4.1,9110.0,6.9,2313.5,-18.3
1401,HENSOLDT,Germany,EU,Support Services,68.8,38.3,1110.1,21.0,6.2, , , ,21.8,-131.5,2.0,4006.0,9.0, , 
1402,SHANGHAI JUNSHI BIOSCIENCE,China,China,Pharmaceuticals & Biotechnology,68.6,102.0,0.4,-94.5,18380.6,69.6,63.6,18654.2,-87.2,129.3,-23374.4,600.0,96.7, , 
1403,BILIBILI,China,China,Software & Computer Services,68.5,91.9,526.2,67.3,13.0,37.4,102.6,7.1,-92.9,225.0,-17.7,3033.0,59.4,470.6, 
1404,PANGANG,China,China,Industrial Metals & Mining,68.4,138.6,1842.5,64.4,3.7,15.7,-27.9,0.9,385.3,163.5,20.9,3391.0,-3.0,1840.8, 
1405,GLOBAL UNICHIP,Taiwan,RoW,Technology Hardware & Equipment,68.4,50.8,382.5,10.7,17.9,15.0,269.7,3.9,31.5,18.2,8.2, , ,1192.0,41.3
1406,SIMCORP,Denmark,EU,Software & Computer Services,68.4,7.7,382.6,11.4,17.9,2.0,-38.3,0.5,103.3,16.3,27.0,1660.0,16.8,3296.0,64.2
1407,MOBILEIRON,US,US,Mobile Telecommunications,68.2,3.6,168.7,7.5,40.4,1.7,-69.7,1.0,-37.4,-15.5,-22.2,889.0,0.6,430.7,37.9
1408,INTEGRA LIFESCIENCES,US,US,Health Care Equipment & Services,68.2,23.0,1286.0,23.9,5.3,67.9,78.7,5.3,203.7,31.6,15.8,4500.0,2.3,4421.6,27.2
1409,MAGNACHIP SEMICONDUCTOR,US,US,Technology Hardware & Equipment,68.2,10.7,655.8,10.5,10.4,29.0,1.7,4.4,41.4,33.2,6.3,2515.0,-0.2,331.4,-2.2
1410,CONOCOPHILLIPS,US,US,Oil & Gas Producers,68.1,-22.0,31910.9,23.6,0.2,5895.2,47.0,18.5,7461.1,-292.1,23.4,10800.0,-5.3,74526.3,60.6
1411,GRIDSUM HOLDING,China,China,Software & Computer Services,68.0,106.9,55.0,-8.2,123.7,6.7,127.8,12.1,-70.3,151.7,-127.9,1192.0,10.6,131.4,-35.7
1412,AEROPORTS DE PARIS,France,EU,Industrial Transportation,68.0,36.0,4478.0,23.8,1.5,1032.0,21.8,23.0,1274.0,24.4,28.5,25819.0,48.2,18733.2,26.3
1413,DAILY MAIL AND GENERAL TRUST,UK,EU,Media,68.0,-40.9,1581.6,-14.0,4.3,33.7,44.1,2.1,185.5,-279.5,11.7,6267.0,-24.5,2820.7,21.0
1414,DAIFUKU,Japan,Japan,Industrial Engineering,67.9,6.1,3620.8,13.5,1.9,61.0,20.7,1.7,424.5,34.9,11.7,9857.0,7.2,5756.8,23.5
1415,BCE,Canada,RoW,Mobile Telecommunications,67.9,-10.9,15025.3,3.1,0.5,2542.4,-1.6,16.9,3233.3,-2.7,21.5,52790.0,1.5,30604.0,-10.7
1416,XING,Germany,EU,Software & Computer Services,67.8,-0.3,231.5,25.2,29.3,5.8,25.8,2.5,46.3,12.0,20.0,1562.0,21.6,1798.5,24.4
1417,SILTRONIC,Germany,EU,Electronic & Electrical Equipment,67.6,0.1,1456.7,23.7,4.6,238.5,84.5,16.4,498.4,107.3,34.2,3914.0,4.9,3735.0,50.7
1418,XENCOR,US,US,Pharmaceuticals & Biotechnology,67.6,18.0,35.5,-12.0,190.6,6.3,35.8,17.8,-69.3,84.1,-195.5,156.0,36.8,2037.5,130.0
1419,KOLON,South Korea,RoW,General Industrials,67.5,-8.1,3720.3,3.2,1.8,320.0,-11.6,8.6,113.4,-26.8,3.0, , ,1377.8,-2.1
1420,SHANYING INTERNATIONAL HOLDINGS,China,China,Forestry & Paper,67.5,19.5,3034.3,39.5,2.2,214.1,111.5,7.1,508.5,34.0,16.8,11091.0,22.2,2166.9,-24.8
1421,VTECH,China,China,Technology Hardware & Equipment,67.4,-0.5,1888.1,1.5,3.6,32.6,-0.8,1.7,163.6,-19.0,8.7,26000.0,0.0,2435.8,-21.0
1422,ASHOK LEYLAND,India,RoW,Automobiles & Parts,67.4,38.2,3760.4,10.5,1.8,77.3,42.3,2.1,246.3,-1.7,6.6,11966.0,1.1,4747.9,21.1
1423,PURETECH HEALTH,UK,EU,Health Care Equipment & Services,67.3,8.3,18.1,718.5,371.6,3.8,108.8,21.0,-45.4,-292.8,-250.3,145.0,5.1,490.1,33.9
1424,GRAMMER,Germany,EU,Automobiles & Parts,67.3,-0.6,1861.3,4.2,3.6,68.2,40.3,3.7,48.7,-26.7,2.6,14657.0,13.2,718.0,40.9
1425,TOKYO OHKA KOGYO,Japan,Japan,Chemicals,67.2,23.2,829.6,13.9,8.1,51.2,10.3,6.2,76.0,7.7,9.2,1673.0,3.8,1267.0,-7.4
1426,AXON ENTERPRISE,US,US,Aerospace & Defence,67.1,38.8,366.9,22.2,18.3,9.7,6.9,2.7,21.7,90.7,5.9,1386.0,26.6,3476.8,247.1
1427,SBI HOLDINGS,Japan,Japan,Financial Services,67.1,9.9,2122.7,-14.4,3.2, , , ,654.3,15.6,30.8,6439.0,19.4,5423.8,100.6
1428,RECORDATI,Italy,EU,Pharmaceuticals & Biotechnology,67.1,-33.1,1352.2,5.0,5.0,19.4,32.7,1.4,442.2,9.7,32.7,4142.0,-0.8,6309.3,-16.1
1429,SILICON WORKS,South Korea,RoW,Electronic & Electrical Equipment,67.1,8.2,619.8,14.3,10.8,13.6,250.8,2.2,43.7,22.6,7.0, , ,589.5,5.6
1430,XUNLEI,China,China,Software & Computer Services,67.0,14.7,201.4,15.0,33.3,3.5,-54.6,1.8,-33.2,-6.6,-16.5,1165.0,3.6,556.1,126.9
1431,DYNATRACE,US,US,Software & Computer Services,67.0,31.6,376.4,8.3,17.8,6.4,-36.4,1.7,-51.0,398.8,-13.6,1981.0, , , 
1432,SHANGHAI ZHENHUA,China,China,General Industrials,67.0,-26.3,2735.6,-0.3,2.5,395.8,132.8,14.5,216.2,-9.5,7.9,8796.0,0.1,669.8,-8.9
1433,SHENGYI TECHNOLOGY,China,China,Industrial Metals & Mining,67.0,13.0,1493.9,11.3,4.5,162.2,130.6,10.9,183.6,6.1,12.3,9040.0,2.9,2951.6,9.6
1434,IMMUNOCORE,UK,EU,Pharmaceuticals & Biotechnology,66.9,30.7,16.1,-15.8,414.4,19.4,172.0,120.1,-74.9,24.1,-463.7,368.0,58.6, , 
1435,SORRENTO THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,66.9,38.5,18.5,-86.0,361.5,9.8,2.0,52.8,-131.4,-693.7,-709.8,382.0,135.8,565.8,370.2
1436,ANHUI ZHONGDING SEALING PARTS,China,China,Automobiles & Parts,66.9,17.6,1529.0,4.9,4.4,163.8,23.8,10.7,164.6,-12.7,10.8,20015.0,2.2,1792.1,-39.9
1437,NUFARM,Australia,RoW,Chemicals,66.8,18.1,2039.0,6.3,3.3,42.9,37.4,2.1,108.2,-37.0,5.3,3217.0,0.9,1383.7,-5.6
1438,TRUECAR,US,US,Software & Computer Services,66.7,2.3,308.8,9.4,21.6,14.9,-13.7,4.8,-25.5,-13.4,-8.2,773.0,12.7,1146.4,-21.4
1439,TELIT COMMUNICATIONS,UK,EU,Technology Hardware & Equipment,66.6,2.7,373.3,14.1,17.8,7.2,-18.4,1.9,-29.2,-32.7,-7.8,977.0,-5.1,231.0,-2.2
1440,LUYE PHARMA,China,China,Pharmaceuticals & Biotechnology,66.6,72.0,659.3,35.6,10.1,92.8,43.5,14.1,196.6,41.5,29.8,4417.0,12.6,2698.1,84.0
1441,HINDALCO INDUSTRIES,India,RoW,Industrial Metals & Mining,66.5,21.9,16236.0,12.7,0.4,511.8,36.3,3.2,1364.4,3.7,8.4,22865.0,-2.9,6669.2,-0.2
1442,WUHU SHUNRONG SANQI INTERACTIVE ENTERTAINMENT,China,China,Automobiles & Parts,66.5,18.9,968.5,23.3,6.9,41.4,-68.2,4.3,94.4,-43.4,9.8,2263.0,-16.3,1535.6,-10.5
1443,GCL POLY ENERGY,China,China,Electricity,66.5,-45.5,2620.9,-16.5,2.5,1388.2,-34.2,53.0,293.4,-56.4,11.2, , ,1083.0,-40.6
1444,TONGWEI,China,China,Food Producers,66.4,2.3,3412.1,5.0,1.9,907.9,64.6,26.6,341.7,2.0,10.0,21513.0,19.2,2269.5,4.4
1445,KOC,Turkey,RoW,General Industrials,66.3,25.5,26771.5,48.2,0.2,675.5,28.5,2.5,1441.5,0.4,5.4,92631.0,-1.6,6300.7,-17.0
1446,RAZER,China,China,Media,66.3,-2.0,622.2,37.6,10.7,12.0,24.9,1.9,-87.0,-39.1,-14.0,1451.0,72.7,1731.8, 
1447,COMPUTERSHARE,Australia,RoW,Software & Computer Services,66.2,0.0,1999.9,9.0,3.3,34.4,15.0,1.7,394.5,26.1,19.7,18360.0,3.7,4731.6,42.2
1448,DOMO,US,US,Software & Computer Services,66.1,-3.2,124.4,31.3,53.2,5.6,-12.5,4.5,-125.8,-18.0,-101.1,761.0,-4.4,473.8, 
1449,SCHIBSTED,Norway,RoW,Media,66.1,-0.5,1815.0,6.6,3.6,82.1,-5.5,4.5,179.2,-46.2,9.9,8348.0,3.4,3259.6,59.3
1450,MASIMO,US,US,Health Care Equipment & Services,66.1,26.0,749.6,8.6,8.8,15.0,-60.8,2.0,182.1,13.4,24.3,1500.0,7.1,5331.8,39.3
1451,CELLECTIS,France,EU,Pharmaceuticals & Biotechnology,66.1,20.9,12.7,-49.5,519.0,4.7,97.9,37.0,-105.1,13.4,-825.5,149.0,10.4,1067.0,28.8
1452,HUNAN VALIN STEEL,China,China,Industrial Engineering,65.8,107.5,10911.3,23.2,0.6,204.6,269.3,1.9,1415.2,51.0,13.0,22801.0,0.6,3589.2,22.3
1453,APTARGROUP,US,US,General Industrials,65.8,10.4,2414.6,12.0,2.7,184.5,34.9,7.6,314.1,10.4,13.0,14100.0,6.8,5686.6,24.2
1454,CORCEPT THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,65.7,86.4,219.4,57.8,29.9,0.3,-28.9,0.1,78.2,69.3,35.6,166.0,22.1,1522.3,-7.8
1455,CARA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,65.7,57.4,11.8,1378.5,558.6,0.1,25.9,0.5,-67.6,30.1,-574.5,55.0,48.6,692.1,69.7
1456,LINTEC,Japan,Japan,Forestry & Paper,65.6,5.0,1977.5,0.8,3.3,84.9,33.2,4.3,141.7,-5.7,7.2,4888.0,2.0,1834.4,3.3
1457,WAGEWORKS,US,US,Software & Computer Services,65.5,-2.4,412.4,-0.8,15.9,29.3,-8.8,7.1,42.1,-33.0,10.2,2001.0,3.6,1852.0,-9.4
1458,FORMFACTOR,US,US,Technology Hardware & Equipment,65.5,1.6,462.6,-3.4,14.2,17.4,11.9,3.8,31.7,-23.0,6.8,1676.0,-0.5,996.7,4.2
1459,VISIONOX TECHNOLOGY,China,China,Food Producers,65.4,2019.2,199.8,8067.0,32.7,1749.3,232.6,875.5,88.4,149.4,44.3,7214.0,328.9,467.2,-32.2
1460,BEKAERT,Belgium,EU,Industrial Metals & Mining,65.4,4.4,4305.3,5.1,1.5,181.3,-33.5,4.2,150.2,-53.6,3.5,25806.0,0.7,1324.9,-45.2
1461,ULVAC,Japan,Japan,Industrial Engineering,65.4,20.3,1964.3,7.5,3.3,77.8,51.5,4.0,278.6,20.0,14.2,6439.0,6.0,2353.1,107.6
1462,DIGITAL CHINA,China,China,Software & Computer Services,65.3,-0.4,1700.6,15.2,3.8,11.2,-82.5,0.7,18.1,70.6,1.1,11000.0,-8.5,766.6,8.6
1463,WENS FOODSTUFF GROUP,China,China,Food Producers,65.2,151.3,7279.9,2.8,0.9,1198.3,-3.8,16.5,595.4,-34.1,8.2,48639.0,-3.8,9384.3,-10.5
1464,AKKA TECHNOLOGIES,France,EU,Support Services,65.2,21.9,1505.3,12.8,4.3,35.7,-8.1,2.4,90.7,19.8,6.0,21019.0,35.5,1388.0,62.2
1465,WAGO,Germany,EU,Electronic & Electrical Equipment,64.9,-4.8,871.9,13.4,7.4,83.8,17.9,9.6,109.3,47.1,12.5,7026.0,5.9, , 
1466,GENSCRIPT BIOTECH,China,China,Pharmaceuticals & Biotechnology,64.7,310.3,201.8,51.3,32.1,61.9,142.5,30.7,7.6,-77.4,3.8,2620.0,35.6,3456.5,149.3
1467,TRANSDIGM,US,US,Aerospace & Defence,64.5,0.0,3328.5,8.8,1.9,64.1,3.3,1.9,1470.3,11.4,44.2,10100.0,9.8,16087.4,35.8
1468,YOROZU,Japan,Japan,Automobiles & Parts,64.5,-13.3,1332.6,-1.4,4.8,105.6,-34.6,7.9,22.1,-51.4,1.7,6597.0,0.1,327.6,-23.7
1469,REWE-ZENTRALFINANZ,Germany,EU,Banks,64.4,-8.5,49424.3,8.3,0.1,2033.6,24.4,4.1,456.5,-43.9,0.9,345434.0,67.8, , 
1470,RADIANT OPTO ELECTRONICS,Taiwan,RoW,Electronic & Electrical Equipment,64.4,13.5,1533.2,-0.8,4.2,13.3,88.6,0.9,142.2,2.1,9.3, , ,892.0,-11.3
1471,PAYLOCITY HOLDING,US,US,Software & Computer Services,64.2,32.1,408.4,23.9,15.7,9.9,-48.0,2.4,49.1,252.5,12.0,3050.0,17.3,3661.0,64.8
1472,TOYO INK MANUFACTURING,Japan,Japan,Industrial Engineering,63.9,37.5,2286.9,20.7,2.8,80.3,50.4,3.5,117.4,8.2,5.1,8274.0,1.7,1359.6,-9.1
1473,COOP,Denmark,EU,Food & Drug Retailers,63.8,214.0,5032.4,-3.3,1.3,60.9,-10.4,1.2,45.0,12.4,0.9,10864.0,-5.4, , 
1474,AXALTA COATING SYSTEMS,US,US,Construction & Materials,63.8,11.9,4101.3,7.3,1.6,125.2,14.7,3.1,386.1,2.1,9.4,14000.0,5.3,6408.8,2.2
1475,TOWER SEMICONDUCTOR,Israel,RoW,Technology Hardware & Equipment,63.8,8.0,1138.9,-6.0,5.6,183.6,12.0,16.1,135.3,-29.5,11.9,5586.0,-1.0,1816.5,-24.9
