World rank,Company,Country,Industry,R&D 2016/17 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees (th),Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1530,DEUTZ,Germany,Industrial Engineering,50.4,23.5,1260.2,1.0,4.0,57.8,-15.2,4.6,18.8,88.0,1.5,3.7,-1.7,482.4,-24.2
1531,DAIDO STEEL,Japan,Industrial Metals & Mining,50.4,7.6,3615.4,-3.4,1.4,226.6,32.5,6.3,192.8,-1.1,5.3,11.5,4.1,1658.6,4.4
1532,CABOT,US,Chemicals,50.3,-8.6,2287.3,-16.0,2.2,106.3,-20.6,4.6,281.8,-200.3,12.3,4.3,-6.5,2950.5,46.0
1533,TKH,Netherlands,Electronic & Electrical Equipment,50.3,8.0,1338.5,-2.7,3.8,47.4,19.4,3.5,111.9,-5.8,8.4,5.5,2.3,1465.6,-0.1
1534,IMMSI,Italy,Automobiles & Parts,50.1,7.0,1383.8,1.6,3.6,39.4,1.4,2.8,71.4,3.9,5.2,7.3,-1.0,134.3,-24.1
1535,CATALENT,US,Pharmaceuticals & Biotechnology,50.1,-4.0,1968.9,12.3,2.5,132.6,0.1,6.7,229.8,6.8,11.7,10.8,17.4,2985.8,-20.3
1536,TRINET GROUP,US,Support Services,50.0,36.1,2903.2,15.1,1.7,37.6,113.7,1.3,117.6,58.3,4.1,2.6,4.0,1399.5,24.2
1537,VINCI,France,Construction & Materials,50.0,0.0,38547.0,-1.6,0.1,1530.0,-6.4,4.0,4056.0,5.3,10.5,183.5,-1.1,40470.5,17.9
1538,LOTTE CHEMICAL,South Korea,Chemicals,50.0,20.7,10387.4,12.9,0.5,1252.9,338.4,12.1,1998.6,57.9,19.2,,,7215.7,8.5
1539,ROHTO PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology,49.9,5.3,1255.7,-7.4,4.0,30.7,-17.2,2.4,121.1,-2.0,9.6,6.6,-0.1,1552.8,-22.7
1540,PHARMATHEN,Greece,Pharmaceuticals & Biotechnology,49.9,12.7,150.6,6.0,33.1,,,,19.1,-24.9,12.7,0.8,0.0,,
1541,ATOS IT SERVICES,UK,Software & Computer Services,49.9,3.0,1738.3,0.4,2.9,29.7,-43.6,1.7,114.7,-7.1,6.6,7.7,-13.0,,
1542,SHANGHAI MODERN PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,49.9,208.8,1174.8,224.6,4.2,32.9,2.9,2.8,165.4,174.4,14.1,14.7,158.3,1175.2,-13.4
1543,CYTOMX THERAPEUTICS,US,Pharmaceuticals & Biotechnology,49.9,97.7,14.3,95.1,349.4,2.1,36.5,14.5,-56.5,79.5,-396.1,0.1,23.1,403.8,
1544,JEOL,Japan,Industrial Engineering,49.8,-5.4,809.8,-7.1,6.1,20.4,-0.4,2.5,16.9,-66.2,2.1,3.0,0.4,301.6,-48.3
1545,UNIVERSAL ENTERTAINMENT,Japan,Industrial Engineering,49.8,15.9,903.1,21.2,5.5,960.8,68.7,106.4,232.4,71.6,25.7,7.1,397.0,2061.6,33.2
1546,TASLY PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,49.7,-7.2,1871.6,5.3,2.7,71.6,-28.9,3.8,233.3,-16.5,12.5,10.5,-3.5,5583.1,9.5
1547,AERIE PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,49.7,17.9,,,,4.8,54.8,,-91.9,29.0,,0.1,35.7,512.3,32.9
1548,CSPC PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,49.7,25.2,1513.3,8.6,3.3,134.5,34.7,8.9,325.1,22.7,21.5,10.5,5.0,5575.4,8.6
1549,GRG BANKING EQUIPMENT,China,Technology Hardware & Equipment,49.7,9.1,597.2,11.7,8.3,24.3,5.8,4.1,104.2,-1.8,17.4,21.3,68.6,2676.6,-15.1
1550,HANGZHOU SUNYARD SYSTEM ENGINEERING,China,Software & Computer Services,49.5,20.6,186.4,29.1,26.6,1.3,-26.9,0.7,18.9,42.9,10.2,6.4,23.9,1243.4,4.6
1551,TRAVELSKY TECHNOLOGY,China,Technology Hardware & Equipment,49.5,-16.0,849.5,13.7,5.8,154.8,14.7,18.2,365.4,23.0,43.0,7.3,9.4,1925.9,79.8
1552,TSUMURA,Japan,Pharmaceuticals & Biotechnology,49.4,2.0,933.7,2.1,5.3,66.7,7.0,7.1,129.8,-17.1,13.9,3.3,2.7,1565.8,0.9
1553,BRAINLAB,Germany,Health Care Equipment & Services,49.4,-5.0,258.7,-5.8,19.1,,,,-1.5,-106.8,-0.6,1.3,8.2,,
1554,AVON PRODUCTS,US,Personal Goods,49.4,-15.8,5424.2,-7.2,0.9,88.2,0.6,1.6,384.8,89.4,7.1,26.4,-6.7,2363.2,10.3
1555,FORTUNE BRANDS HOME & SECURITY,US,Household Goods & Home Construction,49.4,7.0,4729.1,8.9,1.0,141.6,16.2,3.0,621.9,27.2,13.1,22.7,6.1,9280.0,27.8
1556,TONGWEI,China,Food Producers,49.4,91.6,2823.4,10.8,1.7,485.9,135.0,17.2,178.8,18.7,6.3,17.5,41.9,1405.4,34.2
1557,CIRCASSIA,UK,Pharmaceuticals & Biotechnology,49.4,-9.6,27.0,113.9,183.1,0.8,250.0,3.0,-176.8,124.4,-655.8,0.3,36.5,315.9,-72.3
1558,UNICHARM,Japan,Personal Goods,49.3,1.3,5774.6,-3.8,0.9,307.5,-18.7,5.3,624.8,-3.8,10.8,15.8,2.2,12672.0,2.5
1559,DATALOGIC,Italy,Electronic & Electrical Equipment,49.2,3.9,576.5,7.7,8.5,12.9,-26.6,2.2,70.2,32.7,12.2,2.7,5.0,1098.8,36.4
1560,TELIT COMMUNICATIONS,UK,Technology Hardware & Equipment,49.1,8.9,351.3,11.0,14.0,8.8,5.6,2.5,19.5,10.5,5.5,1.0,21.5,328.8,-25.4
1561,RADWARE,Israel,Software & Computer Services,49.1,3.5,186.5,-9.2,26.3,8.9,-31.7,4.8,-12.1,-170.8,-6.5,1.0,-1.7,567.8,-30.3
1562,MACE FINANCE,UK,Real Estate Investment & Services,49.0,5.0,2294.3,11.3,2.1,,,,0.0,-100.0,0.0,4.5,2.3,,
1563,AEROPORTS DE PARIS,France,Industrial Transportation,49.0,19.5,2947.0,0.4,1.7,767.0,54.0,26.0,734.0,-8.8,24.9,8.9,-0.7,9153.9,-9.6
1564,CELLTRION,South Korea,Pharmaceuticals & Biotechnology,49.0,84.2,526.8,11.1,9.3,140.0,-3.4,26.6,196.1,-3.6,37.2,,,9781.2,56.6
1565,BROOKS AUTOMATION,US,Industrial Engineering,48.9,-1.3,531.6,1.4,9.2,12.2,-20.4,2.3,15.4,-24.7,2.9,1.4,-7.9,821.1,23.6
1566,IMMUNOMEDICS,US,Pharmaceuticals & Biotechnology,48.8,-2.8,2.9,-4.4,1663.2,1.7,-17.5,59.4,-75.1,34.1,-2560.4,0.1,5.3,251.9,29.9
1567,DE LONGHI,Italy,Household Goods & Home Construction,48.7,4.1,1845.4,-2.4,2.6,42.0,-4.0,2.3,254.2,-1.9,13.8,7.3,13.3,3556.8,0.8
1568,TADANO,Japan,Industrial Engineering,48.7,6.8,1459.4,-14.2,3.3,41.8,30.1,2.9,148.5,-40.6,10.2,3.3,-2.5,1080.2,-37.7
1569,SHANDONG LINGLONG TYRE,China,General Industrials,48.6,,1395.9,19.7,3.5,138.1,,9.9,183.6,8.9,13.2,12.1,-1.9,986.1,
1570,QUOTIENT TECHNOLOGY,US,Software & Computer Services,48.6,2.7,261.1,16.0,18.6,6.1,-53.7,2.3,-24.8,-14.3,-9.5,0.7,7.1,1032.0,39.9
1571,CHURCHILL DOWNS,US,Travel & Leisure,48.6,6.0,1241.4,7.9,3.9,51.9,19.5,4.2,187.5,35.9,15.1,4.0,-11.7,2350.9,6.1
1572,BANG & OLUFSEN,Denmark,Leisure Goods,48.6,19.8,397.3,8.3,12.2,8.6,39.8,2.2,-17.4,-22.2,-4.4,1.2,-36.7,392.2,44.2
1573,APEX TECHNOLOGY,China,Technology Hardware & Equipment,48.4,180.8,737.1,168.5,6.6,45.6,583.4,6.2,3.7,-92.1,0.5,19.6,263.1,823.2,54.8
1574,XING,Germany,Software & Computer Services,48.3,23.1,145.9,21.6,33.1,6.9,162.2,4.7,37.3,44.4,25.5,1.0,21.4,1014.4,0.5
1575,EDITAS MEDICINE,US,Pharmaceuticals & Biotechnology,48.3,195.8,5.7,271.6,841.3,3.3,144.1,57.7,-92.2,175.2,-1605.6,0.1,32.8,584.2,
1576,BELLICUM PHARMA,US,Pharmaceuticals & Biotechnology,48.3,52.9,0.4,37.6, ,6.8,33.2,1860.8,-64.9,39.2, ,0.1,52.8,441.9,3.1
1577,SHENZHEN GONGJIN ELECTRONICS,China,Technology Hardware & Equipment,48.2,33.1,883.6,0.2,5.5,47.3,-34.0,5.4,40.6,5.9,4.6,8.3,15.1,628.7,77.8
1578,SK CHEMICALS,South Korea,Chemicals,48.2,0.7,5126.4,23.9,0.9,289.6,-46.1,5.6,181.0,92.1,3.5,,,1260.0,12.3
1579,APOLLO TYRES,India,Automobiles & Parts,48.1,22.1,1823.6,11.3,2.6,463.3,104.7,25.4,198.0,-7.2,10.9,8.6,-33.2,1300.4,1.6
1580,ENPHASE ENERGY,US,Electronic & Electrical Equipment,48.1,-3.6,306.0,-9.7,15.7,11.5,-2.9,3.8,-55.9,205.2,-18.3,0.4,-20.8,80.7,-58.5
1581,VECTURA,UK,Pharmaceuticals & Biotechnology,48.0,-2.4,147.6,75.7,32.5,3.0,73.3,2.1,-51.9,772.5,-35.2,0.4,48.9,1034.9,26.8
1582,OMEROS,US,Pharmaceuticals & Biotechnology,47.9,5.0,39.5,208.1,121.4,0.1,-47.5,0.3,-51.5,-23.8,-130.4,0.2,-4.9,435.8,-13.9
1583,WRIGHT MEDICAL,Netherlands,Health Care Equipment & Services,47.9,26.9,654.9,70.3,7.3,47.5,14.7,7.3,-116.6,-34.9,-17.8,2.4,4.3,2418.8,132.7
1584,ANTA SPORTS PRODUCTS,China,Leisure Goods,47.9,13.9,1821.8,20.0,2.6,51.6,160.8,2.8,437.6,19.2,24.0,17.8,6.6,6426.5,7.7
1585,WM MORRISON SUPERMARKETS,UK,Food & Drug Retailers,47.8,-29.3,19042.9,1.2,0.3,436.5,40.6,2.3,508.8,100.9,2.7,112.4,-7.1,5369.0,16.9
1586,INOVALON HOLDINGS,US,Software & Computer Services,47.8,20.9,405.6,-2.2,11.8,37.0,47.6,9.1,35.7,-67.7,8.8,2.5,-26.2,1009.5,91.1
1587,FERROVIAL,Spain,Construction & Materials,47.8,8.6,10759.0,10.9,0.4,148.0,-16.4,1.4,602.0,-33.3,5.6,96.0,29.7,13065.9,-16.9
1588,BIOTEST,Germany,Pharmaceuticals & Biotechnology,47.8,-41.3,610.4,3.5,7.8,143.9,42.9,23.6,12.2,-117.2,2.0,2.5,11.3,264.1,-37.2
1589,REVANCE THERAPEUTICS,US,Pharmaceuticals & Biotechnology,47.8,6.0,0.3,0.0, ,1.6,-49.8,556.7,-83.7,22.0, ,0.1,2.9,379.7,-44.8
1590,EGO BLANC UND FISCHER &,Germany,Household Goods & Home Construction,47.8,0.1,1163.3,2.4,4.1,44.3,-14.5,3.8,95.2,81.5,8.2,7.5,-2.5,,
1591,MICROPORT SCIENTIFIC,China,Health Care Equipment & Services,47.7,-8.4,369.9,3.7,12.9,47.3,36.4,12.8,35.8,475.1,9.7,2.9,-0.5,869.5,75.6
1592,ELECTRIC POWER DEVELOPMENT,Japan,Electricity,47.7,45.4,6046.2,-4.6,0.8,878.4,-23.2,14.5,663.8,-6.5,11.0,7.2,0.1,3755.6,-33.5
1593,GOTHAER,Germany,Life Insurance,47.4,-0.8,3771.2,1.5,1.3,8.1,-4.7,0.2,,,,,,,
1594,CHINA NATIONAL NUCLEAR POWER,China,Electricity,47.4,-5.0,4006.3,14.1,1.2,3255.4,-10.2,81.3,1419.0,3.7,35.4,11.1,9.4,3919.5,-18.7
1595,ACCURAY,US,Health Care Equipment & Services,47.4,-11.9,363.7,-3.9,13.0,5.1,-33.5,1.4,-9.3,101.6,-2.6,0.9,-1.6,412.5,-20.9
1596,EVERTZ TECHNOLOGIES,Canada,Leisure Goods,47.3,17.8,271.6,0.8,17.4,8.0,180.2,2.9,58.4,-11.8,21.5,,,903.3,14.0
1597,KYUSHU ELECTRIC POWER,Japan,Electricity,47.2,-10.5,14843.6,-0.4,0.3,2474.7,-4.3,16.7,996.1,2.0,6.7,20.9,-0.2,3708.9,-33.4
1598,DSV,Denmark,Industrial Transportation,47.2,23.6,9112.7,33.2,0.5,100.6,151.9,1.1,467.4,13.9,5.1,44.8,96.5,8456.8,51.2
1599,BRASKEM,Brazil,Chemicals,47.2,-8.2,13887.3,0.9,0.3,826.5,-30.0,6.0,1723.3,-16.1,12.4,,,2421.7,71.4
1600,ACCELINK TECHNOLOGIES,China,Electronic & Electrical Equipment,47.1,12.0,550.8,30.6,8.6,34.2,102.2,6.2,39.2,9.7,7.1,4.0,3.6,1740.0,130.2
1601,NORITZ,Japan,General Industrials,47.1,-4.8,1720.9,-3.2,2.7,51.3,-12.5,3.0,70.5,134.1,4.1,9.1,-1.5,835.5,11.0
1602,NEXEN TIRE,South Korea,Automobiles & Parts,47.1,-7.9,1488.3,3.1,3.2,82.3,-35.6,5.5,194.8,10.3,13.1,,,1056.5,-2.4
1603,CHANGYUAN,China,Electronic & Electrical Equipment,47.0,70.5,781.0,40.6,6.0,68.3,120.9,8.7,100.6,33.6,12.9,8.6,35.2,2234.9,
1604,BIONTECH,Germany,Pharmaceuticals & Biotechnology,47.0,37.3,65.2,466.5,72.1,,,,7.8,-127.7,11.9,0.4,12.8,,
1605,CAPGEMINI,France,Software & Computer Services,47.0,42.4,12539.0,5.2,0.4,186.0,7.5,1.5,1481.0,10.8,11.8,193.1,6.9,15038.3,9.0
1606,AMARIN,UK,Pharmaceuticals & Biotechnology,46.8,-2.2,123.4,59.1,38.0,0.0,-25.0,0.0,-62.3,-33.2,-50.4,0.2,2.4,492.2,72.9
1607,EXEDY,Japan,Automobiles & Parts,46.8,7.2,2161.5,-1.0,2.2,227.3,15.0,10.5,179.4,3.7,8.3,13.4,1.5,1011.2,-7.7
1608,CJ,South Korea,Food Producers,46.8,7.7,18816.6,13.2,0.2,1519.4,17.2,8.1,984.2,2.3,5.2,,,4374.3,-33.5
1609,DMG MORI AG,Germany,Industrial Engineering,46.8,-13.6,2265.7,-1.7,2.1,74.3,-40.1,3.3,103.1,-45.3,4.6,7.3,-2.4,3362.0,25.2
1610,HANWHA Q CELLS,South Korea,Electronic & Electrical Equipment,46.7,1.9,2301.4,34.7,2.0,165.9,-12.6,7.2,182.2,146.6,7.9,8.0,-19.2,938.9,-10.7
1611,CSG,China,General Industrials,46.6,42.4,1199.0,20.2,3.9,176.0,48.9,14.7,162.5,94.7,13.6,11.5,9.2,634.4,13.5
1612,WIPRO,India,Software & Computer Services,46.6,30.3,7683.8,7.4,0.6,291.1,49.5,3.8,1291.8,-2.6,16.8,137.7,11.4,16645.0,-15.5
1613,VATTENFALL,Sweden,Electricity,46.6,21.9,15981.9,-7.2,0.3,2458.2,-19.0,15.4,87.8,-103.7,0.5,19.9,-30.2,,
1614,GENMARK DIAGNOSTICS,US,Health Care Equipment & Services,46.5,30.9,46.7,25.0,99.5,8.1,97.4,17.3,-46.5,17.9,-99.4,0.3,32.2,347.5,-16.4
1615,W R GRACE,US,Chemicals,46.5,-29.6,1516.6,-1.8,3.1,110.9,-1.6,7.3,242.7,-11.4,16.0,3.7,-44.8,5213.2,-23.2
1616,FIDESSA,UK,Software & Computer Services,46.4,5.4,387.4,12.3,12.0,8.1,-47.7,2.1,55.2,18.7,14.2,1.7,-1.2,1114.4,32.9
1617,ZHEJIANG HUAHAI PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,46.3,24.4,551.6,16.7,8.4,100.0,39.8,18.1,71.7,-1.4,13.0,5.3,16.0,3447.4,39.7
1618,AUDENTES THERAPEUTICS,US,Pharmaceuticals & Biotechnology,46.3,141.0,,,,15.8,887.6,,-57.0,124.7,,0.1,,322.3,
1619,GIS,Taiwan,Electronic & Electrical Equipment,46.2,0.7,2331.1,-15.3,2.0,137.5,35.9,5.9,127.2,47.0,5.5,,,734.5,-32.7
1620,LUMINEX,US,Pharmaceuticals & Biotechnology,46.2,15.1,256.7,13.9,18.0,12.6,-31.8,4.9,22.1,-37.7,8.6,0.9,14.7,870.5,17.0
1621,SINOPEC OILFIELD SERVICE,China,Oil & Gas Producers,46.1,-16.6,5859.2,-28.9,0.8,162.3,-68.3,2.8,-1994.5,-1202.4,-34.0,81.3,4.0,375.1,-35.4
1622,HAEMONETICS,US,Health Care Equipment & Services,46.1,-21.6,840.6,-2.5,5.5,72.2,-25.7,8.6,-18.4,-60.2,-2.2,3.1,-3.7,1808.4,3.7
1623,DOWA,Japan,Mining,46.1,1.4,3334.2,1.0,1.4,205.2,26.9,6.2,273.0,1.0,8.2,6.2,2.5,1744.6,-34.4
1624,ROCKET FUEL,US,Software & Computer Services,46.0,-17.2,432.8,-1.2,10.6,15.4,-32.3,3.5,-47.0,-74.5,-10.9,0.9,-10.8,126.5,-49.1
1625,SUN,Japan,Industrial Engineering,45.9,15.4,200.6,8.0,22.9,4.9,27.1,2.4,-1.2,-137.0,-0.6,0.9,0.3,133.2,-46.1
1626,CARA THERAPEUTICS,US,Pharmaceuticals & Biotechnology,45.9,159.2,0.1,-97.7, ,0.7,3484.9,833.7,-55.4,131.9, ,0.0,70.0,140.3,-71.3
1627,MAKINO MILLING MACHINE,Japan,Industrial Engineering,45.9,-1.0,1247.9,-5.1,3.7,61.9,5.0,5.0,78.5,-33.2,6.3,4.6,3.1,653.0,-29.6
1628,NISSHIN SEIFUN,Japan,Food Producers,45.9,1.2,4321.4,-4.4,1.1,110.0,-12.8,2.5,199.4,3.3,4.6,6.3,-1.8,3616.6,-11.8
1629,SHOWA SHELL SEKIYU,Japan,Oil & Gas Producers,45.9,0.7,14019.6,-20.7,0.3,175.0,-32.3,1.2,284.9,-285.8,2.0,4.5,-5.3,2699.7,-14.9
1630,SUMCO,Japan,Technology Hardware & Equipment,45.7,-2.9,1716.7,-10.8,2.7,151.8,47.7,8.8,114.1,-48.7,6.6,7.5,0.5,2153.4,-19.1
1631,VANGUARD INTERNATIONAL SEMICONDUCTOR,Taiwan,Technology Hardware & Equipment,45.7,25.4,758.7,10.8,6.0,37.6,-14.8,5.0,181.7,32.0,23.9,,,2864.5,60.8
1632,EIZO,Japan,Technology Hardware & Equipment,45.7,4.4,635.8,4.5,7.2,27.6,6.2,4.3,57.1,40.1,9.0,1.9,2.9,469.6,-6.2
1633,RUAG,Switzerland,Aerospace & Defence,45.7,11.4,1731.8,6.5,2.6,81.1,1.2,4.7,140.7,10.2,8.1,8.5,5.3,,
1634,NIPPON PAPER INDUSTRIES,Japan,Forestry & Paper,45.7,1.2,8060.7,-1.5,0.6,402.8,11.4,5.0,152.4,47.8,1.9,13.1,11.2,1810.1,-3.5
1635,CARLISLE COMPANIES,US,General Industrials,45.6,12.4,3486.8,3.7,1.3,103.2,50.9,3.0,418.5,-12.1,12.0,12.0,0.0,6428.6,3.2
1636,JPMF GUANGDONG,China,Construction & Materials,45.6,347.3,1626.3,146.0,2.8,96.8,561.6,6.0,55.1,239.2,3.4,16.9,116.0,657.7,84.9
1637,ADLINK TECHNOLOGY,Taiwan,Technology Hardware & Equipment,45.6,19.3,281.1,5.5,16.2,3.4,-51.0,1.2,19.5,-19.1,6.9,,,383.9,-16.3
1638,BERRY GLOBAL GROUP,US,General Industrials,45.5,45.5,6156.0,32.9,0.7,273.2,60.0,4.4,581.5,45.6,9.4,21.0,31.3,5236.1,55.6
1639,NUVASIVE,US,Health Care Equipment & Services,45.5,33.9,912.7,18.6,5.0,89.5,-12.5,9.8,93.3,-5.2,10.2,2.2,37.5,3118.8,27.4
1640,FOSHAN HAITIAN,China,Food Producers,45.4,5.8,1630.1,7.9,2.8,107.6,5.9,6.6,446.3,13.9,27.4,4.4,1.3,1157.2,4.7
1641,DAEWOO SHIPBUILDING & MARINE,South Korea,Industrial Engineering,45.4,-25.8,10069.8,-17.0,0.5,99.2,-35.6,1.0,-1202.5,-27.9,-11.9,,,,
1642,STALLERGENES GREER,UK,Pharmaceuticals & Biotechnology,45.4,131.3,186.4,127.8,24.4,22.0,27.5,11.8,-96.0,30.0,-51.5,1.3,127.6,523.8,
1643,HAIER ELECTRONICS,China,Industrial Engineering,45.4,5.1,8716.5,1.6,0.5,62.5,-54.2,0.7,447.2,3.0,5.1,15.5,-0.1,4435.6,-6.6
1644,CGG,France,"Oil Equipment, Services & Distribution",45.2,-56.8,1134.1,-43.1,4.0,99.1,-28.2,8.7,-253.2,-75.7,-22.3,5.8,-20.8,481.8,-36.2
1645,GUANGZHOU PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,45.1,4.6,2687.2,4.7,1.7,31.1,-55.8,1.2,159.8,-3.4,5.9,22.4,50.1,531.1,5.0
1646,GUOXUAN HIGH-TECH,China,Electronic & Electrical Equipment,45.0,143.9,635.4,74.9,7.1,178.5,134.3,28.1,169.5,69.3,26.7,5.2,22.3,2334.4,178.9
1647,OXFORD NANOPORE TECHNOLOGIES,UK,Pharmaceuticals & Biotechnology,45.0,44.8,1.1,494.2, ,1.1,-41.2,105.1,-51.6,5.3, ,0.2,22.1,,
1648,RETAILMENOT,US,Software & Computer Services,45.0,-1.3,266.0,12.6,16.9,11.6,-19.7,4.4,8.2,-62.5,3.1,0.6,8.2,522.3,14.0
1649,HUBSPOT,US,Software & Computer Services,45.0,45.9,257.1,48.9,17.5,20.4,69.0,7.9,-42.4,-3.9,-16.5,1.6,38.0,1869.1,23.4
1650,WULING MOTORS,China,Automobiles & Parts,45.0,22.7,2276.6,24.0,2.0,17.4,60.2,0.8,66.3,51.2,2.9,13.7,-8.1,134.8,26.0
1651,BASILEA PHARMACEUTICA,Switzerland,Pharmaceuticals & Biotechnology,44.9,-19.1,60.6,25.9,74.1,0.4,-61.0,0.6,-40.9,-28.6,-67.5,0.2,-4.0,764.0,-24.7
1652,DAWNING INFORMATION INDUSTRY,China,Technology Hardware & Equipment,44.8,18.2,591.6,18.9,7.6,44.0,44.9,7.4,39.7,47.3,6.7,1.9,23.7,1733.0,207.4
1653,RAPID7,US,Software & Computer Services,44.8,23.5,149.4,42.4,30.0,4.3,8.8,2.9,-46.5,5.3,-31.2,0.9,17.3,717.3,-8.9
1654,RIETER,Switzerland,Industrial Engineering,44.7,3.0,880.8,-8.9,5.1,29.0,-1.6,3.3,48.9,-22.5,5.6,5.0,-1.1,874.5,44.9
1655,ACUITY BRANDS,US,Household Goods & Home Construction,44.7,14.6,3122.4,21.6,1.4,79.4,48.1,2.5,465.0,26.1,14.9,11.8,51.3,11454.5,42.3
1656,AECC AVIATION POWER,China,Aerospace & Defence,44.7,10.4,2934.8,-6.1,1.5,313.3,4.0,10.7,252.4,-0.3,8.6,38.7,-6.0,7061.7,-20.1
1657,CENTRAL GLASS,Japan,Construction & Materials,44.6,-2.1,1859.2,-2.7,2.4,172.8,11.2,9.3,105.4,-6.6,5.7,7.2,2.6,704.2,-20.9
1658,EZAKI GLICO,Japan,Food Producers,44.6,7.8,2868.9,4.4,1.6,143.9,6.7,5.0,196.1,41.8,6.8,5.2,5.0,2921.1,-14.8
1659,URENCO,UK,Electricity,44.5,41.7,1890.0,19.4,2.4,407.6,-9.4,21.6,-99.6,-117.5,-5.3,1.6,2.3,,
1660,HEXCEL,US,Chemicals,44.5,-11.8,1901.4,7.7,2.3,311.1,7.4,16.4,341.6,8.3,18.0,6.2,4.4,3935.4,-10.8
1661,MSA SAFETY,US,General Industrials,44.4,-3.7,1090.5,1.7,4.1,24.2,-29.6,2.2,161.9,25.0,14.8,4.3,-6.5,2073.5,28.7
1662,DRB-HICOM,Malaysia,Automobiles & Parts,44.4,-50.5,2550.0,-0.9,1.7,173.1,-26.1,6.8,-24.8,-81.7,-1.0,60.0,0.0,535.6,0.8
1663,HITACHI KOKI,Japan,Electronic & Electrical Equipment,44.4,54.1,1451.9,26.3,3.1,,,,55.0,107.6,3.8,6.5,-1.1,726.7,-20.3
1664,WACKER NEUSON,Germany,Industrial Engineering,44.4,3.8,1361.4,-1.0,3.3,90.7,-9.9,6.7,87.2,-13.1,6.4,4.8,3.5,909.4,-12.0
1665,AKER SOLUTIONS,Norway,"Oil Equipment, Services & Distribution",44.4,-37.2,2812.7,-19.9,1.6,36.2,-60.9,1.3,75.6,-28.4,2.7,14.4,-6.6,1103.0,6.8
1666,SHANGHAI HIGHLY,China,Industrial Engineering,44.3,19.5,959.8,24.4,4.6,74.8,47.3,7.8,34.0,26.8,3.5,5.2,34.9,215.1,30.8
1667,NICHIAS,Japan,General Industrials,44.2,-0.3,1464.9,5.8,3.0,69.4,109.8,4.7,159.2,63.4,10.9,5.5,7.1,997.6,23.2
1668,BIOCRYST PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,44.2,40.5,25.0,-45.4,176.9,5.0,3.0,20.0,-46.1,23.2,-184.4,0.1,-7.1,287.4,-64.5
1669,QUANTENNA COMMUNICATIONS,US,Industrial Engineering,44.2,31.0,122.4,54.1,36.1,2.6,54.7,2.1,-0.8,-86.7,-0.6,0.3,7.3,,
1670,SANYO CHEMICAL INDUSTRIES,Japan,Chemicals,44.2,-3.2,1219.7,-5.0,3.6,108.8,1.5,8.9,104.1,12.0,8.5,2.0,0.2,833.4,-3.9
1671,DAIHEN,Japan,General Industrials,44.2,5.1,1095.4,2.8,4.0,53.2,56.6,4.9,70.7,-5.7,6.5,3.9,-2.3,597.7,-7.3
1672,TRELLEBORG,Sweden,General Industrials,44.2,11.6,2841.7,9.4,1.6,112.4,-13.5,4.0,813.3,111.6,28.6,23.2,41.3,4141.7,17.9
1673,MTR,China,Travel & Leisure,44.2,18.8,5528.7,8.4,0.8,564.6,9.5,10.2,1440.6,-24.8,26.1,27.5,8.8,30601.2,23.8
1674,AXWAY SOFTWARE,France,Software & Computer Services,44.1,19.7,301.1,5.8,14.7,10.1,113.7,3.4,38.0,20.5,12.6,1.9,2.4,557.4,18.4
1675,BEMIS,US,General Industrials,44.1,5.4,3798.9,-1.6,1.2,197.6,-5.1,5.2,418.3,3.9,11.0,17.5,-1.1,4726.1,21.7
1676,NOVAN,US,Pharmaceuticals & Biotechnology,44.1,152.7,,,,5.9,413.0,,-56.8,131.6,,0.1,17.0,,
1677,CHINA AEROSPACE TIMES ELECTRONICS,China,Aerospace & Defence,44.1,49.3,1541.9,4.5,2.9,75.3,20.5,4.9,102.3,1.9,6.6,16.0,84.6,2433.6,
1678,NEWLINK GENETICS,US,Pharmaceuticals & Biotechnology,44.0,1494.0,33.9,-47.8,129.8,2.1,-43.8,6.3,-78.9,147.5,-232.5,0.1,-41.9,279.8,-77.2
1679,FUCHS PETROLUB,Germany,Chemicals,44.0,13.1,2267.0,9.0,1.9,93.0,87.1,4.1,370.0,7.5,16.3,4.9,1.6,2849.5,7.4
1680,N BROWN,UK,General Retailers,44.0,-17.7,1051.2,3.5,4.2,4.3,-69.4,0.4,80.2,-19.8,7.6,2.7,-6.7,674.5,-32.1
1681,SHANGHAI PRIME MACHINERY,China,Industrial Engineering,44.0,12.0,1043.6,7.1,4.2,29.0,-16.2,2.8,53.2,-12.4,5.1,4.5,0.7,119.9,2.4
1682,ACCTON TECHNOLOGY,Taiwan,Technology Hardware & Equipment,43.9,10.2,862.7,18.7,5.1,6.1,86.0,0.7,72.6,66.7,8.4,,,789.2,265.3
