World rank,Company,Country,Region,Industry-ICB3 sector name,R&D 2020 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
501,NITTO DENKO,Japan,Japan,Chemicals,277.28695,4.4306,5986.908448,2.7399,4.6316,453.932445,-3.4667,7.5821,737.707066,34.5236,12.322,25424,-1.4306,8040.026217,30.2062
502,II VI,US,US,General Industrials,276.320759,143.6517,1939.59126,74.6846,14.2463,111.545173,-0.1787,5.751,68.764608,-54.8112,3.5453,22969,83.9433,1944.457126,-24.5853
503,CHINA TELECOM,China,China,Technology Hardware & Equipment,276.21998,5.2257,49078.74118,4.7446,0.5628,11067.25545,7.115,22.55,3571.530581,-1.4792,7.2771,281192,-0.0082,3705.03787,-27.6353
504,SEKISUI CHEMICAL,Japan,Japan,Construction & Materials,276.09951,-5.4811,8308.621449,-6.4373,3.323,435.334457,5.0794,5.2396,510.158919,-22.1453,6.1401,26577,-1.5776,6358.961485,9.0124
505,SAGE,UK,RoW,Software & Computer Services,275.596465,14.5455,2081.19077,-1.7045,13.2422,26.247282,-11.1111,1.2612,287.62647,-25.7062,13.8203,12506,-1.9522,8847.864633,6.0871
506,BRIDGEBIO PHARMA,US,US,Pharmaceuticals & Biotechnology,274.669711,60.5391,6.722357,-79.6622, ,6.126643,184.9886,91.1383,-386.669616,78.2159, ,385,55.2419,2977.525033,2.6698
507,JAZZ PHARMACEUTICALS,Ireland,EU,Pharmaceuticals & Biotechnology,273.307148,11.8939,1926.141655,9.3353,14.1894,12.227209,-62.6162,0.6348,308.103029,-28.9836,15.9959,1250,-22.8395,6073.742873,2.7162
508,EXPERIAN,UK,RoW,Support Services,273.00155,-2.0468,4377.80396,3.7266,6.236,39.11664,-42.8571,0.8935,866.27059,-10.2954,19.7878,17608,3.0431,27975.61487,11.5034
509,IDORSIA,Switzerland,RoW,Pharmaceuticals & Biotechnology,272.369484,-26.1819,66.406707,201.2637,410.1536,8.574995,-50.718,12.9128,-379.96412,-14.8911,-572.1773,,,3540.007885,4.8558
510,TERADATA,US,US,Software & Computer Services,272.18662,0.6024,1496.21148,-3.3175,18.1917,35.85692,-18.5185,2.3965,13.03888,60,0.8715,7543,-11.6227,2162.946493,-24.6465
511,SINOPEC ENGINEERING,China,China,"Oil Equipment, Services & Distribution",271.25463,1.8272,6528.591298,0.1751,4.1549,50.705633,79.1283,0.7767,273.254387,9.721,4.1855,17301,-0.8539,528.201623,-32.8125
512,BP,UK,RoW,Oil & Gas Producers,270.55676,-8.7912,146985.6644,-35.2127,0.1841,10028.52858,-20.1842,6.8228,-8503.79455,-154.3348,-5.7855,63545,-9.3509,58566.3725,-47.4459
513,MONDELEZ,US,US,Food Producers,270.55676,-5.4131,21661.65433,2.7563,1.249,703.28459,-6.7027,3.2467,3443.07925,-0.3067,15.8948,79000,-1.25,68000.63056,4.7817
514,SHOWA DENKO,Japan,Japan,Chemicals,270.351041,66.8479,7657.023458,7.4186,3.5308,507.217842,58.4455,6.6242,-283.499386,-134.2866,-3.7025,33684,211.5139,2433.49155,-24.6171
515,VISMA,Norway,RoW,Software & Computer Services,269.898892,18.7686,1784.144687,24.2693,15.1276,10.368718,9.5001,0.5812,214.274713,36.18,12.0099,12502,11.8747,,
516,SNCF,France,EU,Industrial Transportation,268,-31.4578,29975,-14.6498,0.8941,7150,-11.2573,23.8532,-2277,-232.8471,-7.5963,271509,-1.7518,,
517,SOLVAY,Belgium,EU,Chemicals,268,-15.4574,9091,-22.3456,2.948,454,-39.5473,4.994,-304,-146.6258,-3.344,23663,-2.0368,7690.862794,-20.8024
518,CHINA SHENHUA ENERGY,China,China,Mining,267.989497,72.6104,29088.89449,-3.5589,0.9213,2497.82673,10.4616,8.5869,7271.880685,-10.5766,24.9988,76182,0.7432,4166.800126,-15.5352
519,ELANCO ANIMAL HEALTH,US,US,Pharmaceuticals & Biotechnology,266.48211,21.0663,2667.510369,6.5874,9.9899,109.689578,-4.1311,4.1121,-92.413062,-133.61,-3.4644,10200,67.7632,9446.752551,21.8208
520,MITSUI CHEMICALS,Japan,Japan,Chemicals,265.813604,-7.0557,9528.814573,-10.2108,2.7896,589.033259,-21.2498,6.1816,593.539241,18.3248,6.2289,18051,0,4011.261745,9.7907
521,SHANGHAI TUNNEL ENGINEERING,China,China,Construction & Materials,265.491255,19.4413,6696.404726,16.4071,3.9647,141.145915,-13.6896,2.1078,323.171391,-1.2223,4.826,15056,36.1302,2344.651732,1.0135
522,INDRA SISTEMAS,Spain,EU,Software & Computer Services,265.27,17.733,3043.408,-5.0104,8.7162,19.251,-37.5292,0.6325,-45.5,-122.4999,-1.495,47980,-4.7052,1075.825335,-14.9441
523,FUJI ELECTRIC,Japan,Japan,Electronic & Electrical Equipment,263.926282,-2.5974,6888.151984,-2.7401,3.8316,161.822151,-9.344,2.3493,374.57841,12.0328,5.438,27593,-1.3126,3891.969204,9.4059
524,ARENA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,263.778987,44.3647,0.259962,-99.9604, ,0.668242,-82.984,257.0537,-347.68092,-185.7878, ,363,13.4375,3280.019192,52.7333
525,NANJING IRON & STEEL,China,China,Industrial Metals & Mining,263.501071,16.9908,6568.842722,10.8428,4.0114,345.433724,120.3443,5.2587,462.430032,-8.7994,7.0397,11431,12.4988,1773.676384,-1.451
526,COVESTRO,Germany,EU,Chemicals,262,-1.5038,10706,-13.7448,2.4472,704,-22.6374,6.5758,713,-16.7056,6.6598,16501,-4.0695,7285.230251,-3.6311
527,NAVISTAR INTERNATIONAL,US,US,Industrial Engineering,261.59253,0.627,6114.41979,-33.3126,4.2783,199.65785,-14.3357,3.2654,-92.90202,-119.554,-1.5194,11000,-10.5691,2593.334705,39.4679
528,JOYY,China,China,Software & Computer Services,261.479435,-17.3019,1649.955471,-48.2685,15.8477,130.146624,5.6662,7.8879,-353.279369,-350.6383,-21.4114,7931,-14.4721,3362.735593,49.5013
529,WIX.COM,Israel,RoW,Software & Computer Services,261.472735,27.5408,805.770186,29.914,32.45,15.363875,-14.5609,1.9067,-160.819916,145.909,-19.9585,4628,50.7001,11972.16025,110.0749
530,ACADIA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,260.06861,32.7579,359.999402,30.282,72.2414,6.182873,572.0112,1.7175,-233.547528,16.2408,-64.8744,601,19.9601,5087.269047,56.2004
531,KBC,Belgium,EU,Banks,258,109.7561,7194,-6.0713,3.5863,638,-29.2683,8.8685,1847,-40.7253,25.6742,41000,8.9585,20028.58165,-8.5722
532,TEIJIN,Japan,Japan,Chemicals,257.297063,-5.1128,6578.198631,-2.0186,3.9114,446.79994,-14.3045,6.7921,99.752842,-71.9209,1.5164,21090,5.056,2590.310157,-12.8796
533,KOITO MANUFACTURING,Japan,Japan,Automobiles & Parts,256.919598,-9.5512,5554.829621,-11.8053,4.6252,263.698231,-38.8039,4.7472,435.476007,-32.8047,7.8396,23799,-3.9162,6499.133207,3.006
534,DOORDASH  DOORDASH,US,US,Software & Computer Services,256.70295,197.1698,2351.88798,226.1017,10.9148,86.38258,35.8974,3.6729,-355.30948,-29.2208,-15.1074,3886,18.5117,33753.54492,
535,DAI NIPPON PRINTING,Japan,Japan,Media,256.542134,-2.9164,10501.68199,-4.7404,2.4429,400.993057,27.6971,3.8184,361.618798,47.025,3.4434,37062,-2.9308,5747.192891,-1.9574
536,DEUTSCHE BAHN,Germany,EU,Travel & Leisure,256,-12.3288,39901,-10.1936,0.6416,13284,13.9182,33.2924,-4757,,-11.922,322768,-0.363,,
537,SYNAPTICS,US,US,Technology Hardware & Equipment,255.399062,3.6033,1091.680228,0.4273,23.395,17.195023,29.4479,1.5751,126.966094,34.7751,11.6303,1463,5.4795,2380.257323,177.1677
538,BLUE PRINT MEDICINES,US,US,Pharmaceuticals & Biotechnology,254.48634,17.8691,646.838463,1093.3711,39.3431,2.574363,-77.4567,0.398,251.574595,-185.4373,38.893,429,94.1176,3487.669598,13.6502
539,SHANXI TAIGANG STAINLESS STEEL,China,China,Industrial Metals & Mining,254.294106,-6.205,8322.829746,-4.2313,3.0554,288.386878,81.5286,3.465,379.593842,-17.8648,4.5609,18786,-1.0482,2599.835411,-2.398
540,ASCENDIS PHARMA,Denmark,EU,Pharmaceuticals & Biotechnology,253.593,36.0923,6.953,-48.015, ,19.86,284.9583,285.6321,-330.62,45.8281, ,410,24.2424,6381.366718,65.8884
541,TAKE-TWO INTERACTIVE SOFTWARE,US,US,Software & Computer Services,253.156374,7.0395,2748.573085,9.1876,9.2105,56.16742,29.108,2.0435,512.682242,47.9045,18.6527,6495,11.9828,15951.1676,31.0493
542,MINEBEA,Japan,Japan,Industrial Engineering,252.853992,11.3134,7772.810675,1.0199,3.2531,347.54252,-6.5546,4.4713,400.143762,-11.7501,5.148,83011,0.4769,6176.271619,12.0658
543,SKF,Sweden,EU,Industrial Engineering,252.435759,-12.8655,7459.661052,-12.9759,3.384,332.063146,-3.7272,4.4515,697.213016,-26.2103,9.3464,40963,-5.5281,7277.692882,9.1226
544,HALLIBURTON,US,US,"Oil Equipment, Services & Distribution",251.81337,-23.5149,11771.66385,-35.5364,2.1391,593.26904,-52.4183,5.0398,-1443.24103,-489.2308,-12.2603,40000,-27.2727,11583.1309,-13.87
545,BAE SYSTEMS,UK,RoW,Aerospace & Defence,251.536456,-5.3498,21082.03599,5.31,1.1931,421.050155,6.9444,1.9972,2083.378044,0.7937,9.8822,81000,2.5316,18279.10825,-4.383
546,OFILM GROUP,China,China,Electronic & Electrical Equipment,251.375081,-15.438,5819.069212,-9.5671,4.3199,197.609395,-17.9682,3.3959,-93.088502,-138.0915,-1.5997,27306,-25.0535,6292.746761,110.1482
547,AMICUS THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,251.359453,7.7049,212.603827,43.1575,118.229,2.629779,-83.8747,1.2369,-201.28608,-18.7605,-94.6766,483,-17.2945,3079.050953,50.0367
548,SMITH & NEPHEW,UK,RoW,Health Care Equipment & Services,250.18351,5.137,3716.0808,-11.2495,6.7325,361.01399,8.5784,9.7149,268.11197,-60.4091,7.2149,18581,3.056,14570.57229,-22.4761
549,XINJIANG GOLDWIND SCIENCE & TECHNOLOGY,China,China,Industrial Engineering,248.651729,69.9284,7001.624936,48.2273,3.5513,945.062283,-30.9049,13.4978,312.971578,63.6586,4.47,9000,2.296,4621.147245,-15.5129
550,ROHM,Japan,Japan,Technology Hardware & Equipment,248.002001,-5.5326,2830.102555,-0.8259,8.763,254.607629,-22.691,8.9964,296.348905,29.671,10.4713,22370,0.8066,5524.034814,-15.752
551,ORGANON,US,US,Pharmaceuticals & Biotechnology,247.73872,-8.4337,6597.67328,-15.0472,3.7549,,,,2289.9533,-24.1975,34.7085,9950,-4.7391,,
552,COMMERZBANK,Germany,EU,Banks,247,10.7623,8729,-4.2032,2.8296,469,30.2778,5.3729,-2627,-333.7189,-30.0951,47718,-0.4049,6147.823525,-5.3048
553,MEIJI,Japan,Japan,Food Producers,246.95611,-0.1336,9371.852276,-4.8647,2.6351,495.650129,-7.6051,5.2887,812.342795,2.9725,8.6679,17832,1.4854,10277.8055,15.9892
554,ALLSCRIPTS HEALTHCARE SOLUTIONS,US,US,Software & Computer Services,246.372082,-17.924,1224.595311,-7.9573,20.1187,13.874183,2.5602,1.133,-107.941553,32.0062,-8.8145,8400,-12.5,1185.980374,-3.8262
555,TBEA,China,China,Electronic & Electrical Equipment,246.022807,38.6106,5336.124827,20.0319,4.6105,918.319076,-9.5762,17.2095,514.789868,33.3664,9.6473,16845,-1.4797,3784.268288,24.1641
556,BEIERSDORF,Germany,EU,Personal Goods,246,4.2373,7025,-8.2059,3.5018,280,-12.5,3.9858,862,-19.4393,12.2705,20306,-1.6849,24600.24069,-14.5932
557,DOCUSIGN,US,US,Software & Computer Services,245.148872,48.4427,1184.131591,49.1879,20.7028,67.146157,14.3644,5.6705,-141.679655,-10.1566,-11.9649,5630,44.0266,33649.90233,402.4895
558,ALPS ALPINE,Japan,Japan,Electronic & Electrical Equipment,244.447544,-17.4742,5646.341156,-11.4188,4.3293,247.482987,-3.6199,4.3831,99.823616,-47.3453,1.7679,38471,-4.876,2907.329615,-9.1105
559,APELLIS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,244.41462,35.73,204.258944,,119.6592,4.41855,,2.1632,-174.171729,-25.7935,-85.2701,374,59.1489,1899.496734,25.7524
560,SAAB,Sweden,EU,Aerospace & Defence,244.263736,2.6812,3531.011205,-0.0056,6.9177,126.467026,4.6167,3.5816,128.260885,-55.2192,3.6324,18073,3.7486,3458.171125,-5.3168
561,BEIQI FOTON MOTOR,China,China,Industrial Engineering,244.079108,16.7111,6538.417746,23.0371,3.733,219.642521,-28.1236,3.3593,47.878587,-153.5331,0.7323,21750,-4.467,2140.08138,21.3609
562,KOBE STEEL,Japan,Japan,Industrial Metals & Mining,243.842028,-13.6027,13412.30243,-8.7852,1.818,1362.182664,-29.4088,10.1562,132.836027,-142.1068,0.9904,40517,-0.769,1166.178225,-26.5343
563,AGIOS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,243.823796,-19.4924,165.590516,72.3285,147.245,12.149791,22.4961,7.3373,-257.639304,-25.8446,-155.5882,562,4.8507,2309.678215,27.1131
564,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,China,China,Health Care Equipment & Services,241.734058,26.1295,2589.286844,27.3252,9.3359,147.489123,52.2423,5.6961,938.192449,49.9711,36.2336,11833,19.8278,21315.50861,654.3126
565,ANHEUSER-BUSCH INBEV,Belgium,EU,Beverages,241.21928,1.7182,38593.45494,-11.8478,0.625,3004.64691,-24.042,7.7854,9480.08069,-29.7863,24.564,163695,-4.7814,82638.68394,-43.3817
566,ARKEMA,France,EU,Chemicals,241,-3.2129,7884,-9.7734,3.0568,475,-17.3913,6.0249,434,-49.1803,5.5048,20390,0.3988,7128.818737,16.6451
567,POLARIS,US,US,Industrial Engineering,240.893308,0.9098,5727.246547,3.6179,4.2061,174.313527,-14.9077,3.0436,107.489267,-67.255,1.8768,15000,7.1429,5050.64472,23.6241
568,VEEVA SYSTEMS,US,US,Software & Computer Services,239.768704,39.3727,1193.92868,32.6958,20.0823,,,,307.875664,31.9947,25.7868,4506,28.7061,31220.96609,81.5798
569,SAGE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,238.54142,-20.6339,907.995006,16123.0642,26.2712,0.28115,-94.0011,0.031,508.491057,-188.1158,56.0015,298,-55.8519,2221.116647,-69.2654
570,VIR BIOTECHNOLOGY,US,US,Pharmaceuticals & Biotechnology,238.194259,108.9383,62.234574,843.8636,382.7362,5.336976,-26.745,8.5756,-242.017911,66.8624,-388.8802,327,42.7948,4191.31913,
571,DIALOG SEMICONDUCTOR,UK,RoW,Technology Hardware & Equipment,237.987267,6.5888,1121.281745,-12.1511,21.2246,15.817791,60.0297,1.4107,98.504663,-68.1785,8.785,2286,12.279,2638.999678,-15.0222
572,CLAAS,Germany,EU,Industrial Engineering,237.377,-2.5578,4042.3,3.7029,5.8723,167.625,55.6493,4.1468,156.346,-4.6671,3.8677,11395,6.3661,,
573,ACCIONA,Spain,EU,Construction & Materials,237,2.8646,6472.43,-9.9875,3.6617,905.738,-29.267,13.9938,557.969,-26.6597,8.6207,38355,-3.3855,5496.636463,2.6639
574,MALLINCKRODT,Ireland,EU,Pharmaceuticals & Biotechnology,236.981644,-16.7716,1803.766062,-30.0111,13.1382,38.872161,-64.1353,2.1551,-531.008388,-49.5666,-29.4389,3100,-8.8235,108.915859,-38.5747
575,PLAYTIKA,US,US,Software & Computer Services,236.737165,50.2068,1932.606495,25.6357,12.2496,44.087713,-2.17,2.2813,315.540896,-22.1552,16.3272,3800,2.7027,,
576,NOVOZYMES,Denmark,EU,Pharmaceuticals & Biotechnology,236.36952,1.502,1885.036839,-2.5184,12.5393,106.81696,-7.8886,5.6666,491.304206,-9.5816,26.0634,6185,0.9796,11483.05716,24.3574
577,COLGATE-PALMOLIVE,US,US,Personal Goods,236.3297,3.2028,13422.71203,4.9576,1.7607,334.1213,22.3881,2.4892,3147.25966,5.4903,23.4473,34200,-0.2915,55380.63867,6.8159
578,KION,Germany,EU,Industrial Engineering,235.3,-0.801,8341.6,-5.2791,2.8208,283.8,-1.2526,3.4022,407.3,-43.3519,4.8828,36207,4.6324,8315.897584,63.7674
579,INNOVENT BIOLOGICS,China,China,Pharmaceuticals & Biotechnology,234.930767,50.2728,479.340681,266.9429,49.0112,60.983136,33.6589,12.7223,-53.186375,-76.0155,-11.0957,3279,65.439,7598.940265,146.1388
580,FMC,US,US,Chemicals,234.618347,-3.4217,3782.986553,0.7007,6.2019,54.763296,-28.4345,1.4476,866.841041,10.6177,22.9142,6400,0,11283.08187,22.9588
581,SUN PHARMACEUTICAL INDUSTRIES,India,RoW,Pharmaceuticals & Biotechnology,233.033953,8.7675,3696.753063,2.5182,6.3037,130.530739,3.4415,3.531,725.371319,25.6081,19.6218,28007,57.706,13877.72772,15.056
582,MIRATI THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,233.030048,59.2767,10.918432,301.7392, ,3.558799,181.3789,32.5944,-301.004989,66.3018, ,201,81.0811,5421.76441,106.5455
583,SKYWORTH GROUP,China,China,Electronic & Electrical Equipment,232.573482,1.1937,4999.768701,7.5543,4.6517,165.981396,31.3919,3.3198,166.604918,-21.5502,3.3323,36000,0,865.478068,48.6188
584,TSINGHUA TONGFANG,China,China,Technology Hardware & Equipment,232.507549,9.5872,3200.279455,12.5936,7.2652,115.515819,-11.5506,3.6096,145.773068,634.3573,4.555,12556,-4.2331,2919.926074,-10.5323
585,PROOFPOINT,US,US,Software & Computer Services,231.276319,23.143,855.684649,18.2191,27.0282,59.01723,105.7796,6.8971,-77.578076,-9.2775,-9.0662,3658,8.6105,5151.63504,-0.7616
586,ULTRAGENYX PHARMACEUTICAL,US,US,Pharmaceuticals & Biotechnology,230.859074,3.5171,220.870477,161.3244,104.5224,35.779501,76.8082,16.1993,-269.021431,-22.1742,-121.8005,893,20.6757,4199.942745,64.0025
587,DYSON TECHNOLOGY,UK,RoW,General Industrials,230.101176,4.004,,,,0.103895,,,,,,3194,-1.5109,,
588,AMDOCS,UK,RoW,Software & Computer Services,229.844487,2.9591,3397.474952,2.0156,6.7652,167.476264,60.4469,4.9294,484.686136,3.7188,14.2661,25875,5.5433,6724.93133,-8.6759
589,BANK OF IRELAND,Ireland,EU,Banks,229,2.6906,2696,-10.1633,8.4941,54,-33.3333,2.003,-760,-217.8295,-28.1899,9782,-6.3027,2034.659977,-45.5228
590,VARIAN MEDICAL SYSTEMS,US,US,Health Care Equipment & Services,228.669358,13.3279,2581.861226,-1.7643,8.8568,68.698599,45.3448,2.6608,298.671845,-19.0771,11.5681,10613,5.476,12870.79846,63.7326
591,NEVS,Sweden,EU,Automobiles & Parts,228.620493,201.2256,10.152641,37.9902, ,0.369112,209.9542,3.6356,-267.253827,, ,3925,148.575,,
592,KWS SAAT,Germany,EU,Food Producers,227.282,10.5688,1282.552,15.1987,17.7211,99.001,14.1511,7.7191,136.436,-5.9497,10.6379,4414,6.9801,2049.29995,-7.0359
593,NATIONAL INSTRUMENTS,US,US,Electronic & Electrical Equipment,226.514683,0.2583,1048.546798,-4.9175,21.6027,40.462904,-18.412,3.859,81.109167,-53.3094,7.7354,7000,-4.1096,3844.221889,-14.8383
594,TPV,China,China,Technology Hardware & Equipment,225.139243,606.1303,8484.691787,4.7653,2.6535,212.687639,39.5553,2.5067,241.551192,-130.486,2.8469,22689,382.642,888.080816,15.7143
595,ALLIED IRISH BANKS,Ireland,EU,Banks,225,-10.7143,2388,-10.7623,9.4221,21,-69.5652,0.8794,-931,-286.2,-38.9866,9193,-3.4349,,
596,KIMBERLY-CLARK,US,US,Personal Goods,224.92068,-2.8169,15597.7602,3.7398,1.442,991.76981,0.6617,6.3584,3007.90663,11.4432,19.2842,46000,15,43846.16568,10.7957
597,DONGFANG ELECTRIC,China,China,Industrial Engineering,223.457563,4.8378,4440.162609,14.7465,5.0326,67.486339,-15.7366,1.5199,283.152041,11.4022,6.3771,17336,-0.1382,157.246911,1.6166
598,JOHNSON CONTROLS,Ireland,EU,General Industrials,223.29082,-14.1066,18186.79281,-22.9625,1.2278,361.01399,-24.4027,1.985,924.13062,-82.3006,5.0813,97000,-6.7308,24696.49882,-10.7854
599,PACCAR,US,US,Industrial Engineering,223.209327,-16.1359,15262.41651,-26.8409,1.4625,1335.181312,-16.8662,8.7482,1434.2768,-45.1029,9.3974,26000,-3.7037,24214.35929,30.8502
600,UMICORE,Belgium,EU,Industrial Metals & Mining,222.964,5.898,20710.116,18.4445,1.0766,391.475,-26.0652,1.8903,385.762,-24.6445,1.8627,13319,-5.7262,9483.936414,32.8616
601,CHONGQING SOKON INDUSTRY GROUP,China,China,Automobiles & Parts,222.948915,-15.4057,1668.515333,-21.0442,13.3621,230.160205,-31.6808,13.7943,-193.694054,1521.7458,-11.6088,13238,-7.5365,1024.296736,-34.3772
602,FIREEYE,US,US,Software & Computer Services,222.452257,-7.0977,766.510119,5.7844,29.0214,21.453847,-42.2739,2.7989,-104.363195,-35.894,-13.6154,3400,0,2697.949745,14.7883
603,LONDON STOCK EXCHANGE,UK,RoW,Financial Services,222.008264,5.7292,2322.884496,3.3074,9.5574,36.090013,-19.5122,1.5537,834.444854,8.5349,35.9228,5219,11.0898,33823.28355,27.1639
604,SHANGHAI JUNSHI BIOSCIENCES,China,China,Pharmaceuticals & Biotechnology,221.727078,87.9318,198.890482,105.7695,111.482,69.90685,-29.1825,35.1484,-209.986918,110.8066,-105.5792,1421,0,935.469744,58.8907
605,PERFECT WORLD,China,China,Media,221.319941,-0.9019,1266.130661,27.5533,17.48,71.321994,27.3673,5.6331,204.869803,29.3299,16.1808,5665,16.9971,8171.268511,110.7827
606,AKZO NOBEL,Netherlands,EU,Chemicals,220,-8.3333,8530,-8.0423,2.5791,224,25.1397,2.626,963,14.5065,11.2896,32200,-4.7337,16004.31429,-13.7458
607,LINGYI ITECH (GUANGDONG),China,China,Construction & Materials,219.073625,63.1298,3456.113777,18.1139,6.3387,352.206288,82.5945,10.1908,410.999119,71.4843,11.8919,76729,7.6989,2791.355399,54.9215
608,KANEKA,Japan,Japan,Chemicals,218.772098,-5.3387,4540.787129,-4.0046,4.8179,310.079174,-8.2509,6.8288,209.555675,2.4293,4.615,11272,2.3518,1437.38459,-15.6044
609,MATCH GROUP,US,US,Software & Computer Services,217.878869,-22.5982,2483.646677,12.6351,8.7725,50.17524,-37.108,2.0202,-514.506055,1151.4619,-20.7158,8200,-5.7471,23567.95553,47.3267
610,NORTONLIFELOCK,US,US,Software & Computer Services,217.58631,-18.5976,2078.88643,2.4498,10.4665,4.88958,-93.2584,0.2352,805.96577,59.2593,38.7691,2808,-22,11327.84452,-3.2628
611,SWATCH,Switzerland,RoW,Personal Goods,217.475073,-8.5603,5177.757608,-32.1242,4.2002,192.488575,-47.8697,3.7176,48.122143,-94.9169,0.9294,32424,-10.1554,5114.621355,-28.7579
612,CRISPR THERAPEUTICS,Switzerland,RoW,Pharmaceuticals & Biotechnology,217.099796,48.611,0.585934,-99.7517, ,14.960484,174.6559,2553.2712,-283.641276,-578.2763, ,410,34.8684,5344.533415,159.6353
613,INFINERA,US,US,Technology Hardware & Equipment,216.473115,-7.7586,1104.715848,4.3677,19.5954,31.789604,29.1603,2.8776,-99.18839,-46.3326,-8.9786,3050,-6.4704,1113.226475,42.8632
614,HISENSE VISUAL TECHNOLOGY,China,China,Leisure Goods,216.240407,21.8237,4392.279657,14.4023,4.9232,39.60159,42.9322,0.9016,164.642945,142.3553,3.7485,19709,1.2743,2401.909269,92.4183
615,YOKOGAWA ELECTRIC,Japan,Japan,Electronic & Electrical Equipment,216.0748,-0.4601,2942.697052,-7.4737,7.3427,68.328927,-12.4534,2.322,244.683459,19.2968,8.3149,17715,-2.1649,3461.085706,-10.2073
616,XPENG,China,China,Automobiles & Parts,215.227865,-16.6293,728.811842,151.7781,29.5313,100.520004,-55.9909,13.7923,-535.447256,13.5737,-73.4685,5084,36.8506,8113.643493,
617,GENSCRIPT BIOTECH,China,China,Pharmaceuticals & Biotechnology,214.653376,41.5967,318.51213,42.9816,67.3925,99.322853,10.4267,31.1834,-159.990317,58.8241,-50.2305,4601,23.0872,3023.767295,-12.1185
618,ZENDESK,US,US,Software & Computer Services,214.364076,25.6255,839.02259,26.1078,25.5493,18.643153,-41.5508,2.222,-127.046772,-0.7038,-15.1422,4130,15.6863,9065.902529,24.9847
619,NEXTEER,US,US,Automobiles & Parts,214.157899,-8.3243,2471.038895,-15.1985,8.6667,122.028433,-25.356,4.9383,104.525366,-52.6953,4.23,12100,-5.4688,1331.038605,-17.0772
620,ING GROEP,Netherlands,EU,Banks,213,-25.2632,17876,-1.8934,1.1915,287,-19.1549,1.6055,3809,-44.264,21.3079,58564,4.2138,26539.86786,-21.6829
621,THERAVANCE BIOPHARMA,US,US,Pharmaceuticals & Biotechnology,212.658428,19.0218,58.558425,-2.1208,363.156,5.391576,108.3124,9.2072,-242.651112,18.1974,-414.3744,359,13.6076,955.358155,-6.0426
622,AMPHENOL,US,US,Electronic & Electrical Equipment,212.452251,11.3151,7007.501577,4.5408,3.0318,225.572624,-6.1695,3.219,1344.553007,0.3223,19.1873,80000,8.1081,26698.55776,25.82
623,SHISEIDO,Japan,Japan,Personal Goods,212.260837,-14.8437,7241.718207,-18.6169,2.9311,443.1983,-38.8744,6.1201,111.572197,-87.536,1.5407,39035,-2.4125,19411.10887,-28.9873
624,TOKAI RIKA,Japan,Japan,Automobiles & Parts,212.135015,-4.0649,3460.570401,-11.9882,6.1301,127.134741,-27.7517,3.6738,89.78149,-49.4778,2.5944,19888,2.2414,1179.739947,-5.1251
625,ANHUI JIANGHUAI AUTOMOBILE,China,China,Automobiles & Parts,211.95486,18.1485,4841.706899,-10.8459,4.3777,29.560526,7.404,0.6105,-87.224658,-497.9744,-1.8015,24661,0.7106,2089.521463,81.7249
626,HASBRO,US,US,Leisure Goods,211.492263,-1.0047,4453.953463,15.7877,4.7484,102.480707,-5.8981,2.3009,553.746564,4.2101,12.4327,6822,21.8214,8814.750142,-22.414
627,NICE,Israel,RoW,Software & Computer Services,210.869656,12.7181,1343.017678,4.7083,15.7012,51.57203,2.1171,3.84,197.251361,1.395,14.6872,6383,6.4543,12212.13918,43.4594
628,SANA BIOTECHNOLOGY,US,US,Pharmaceuticals & Biotechnology,210.153333,116.0243,,,,19.454008,,,-232.783939,103.2337,,263,,,
629,CLOVIS ONCOLOGY,US,US,Pharmaceuticals & Biotechnology,210.013165,-8.9844,134.073913,15.0455,156.6398,0.288485,-89.2401,0.2152,-246.262066,-19.79,-183.6763,429,-11.3636,374.49105,49.8705
630,XEROX HOLDINGS,US,US,Support Services,209.43701,-17.3633,5722.43846,-22.5458,3.6599,60.30482,13.8462,1.0538,445.76671,-48.7828,7.7898,24700,-8.5185,3273.929629,-38.3066
631,SICHUAN ROAD & BRIDGE,China,China,Construction & Materials,209.2805,124.978,7573.588848,15.9725,2.7633,614.955588,-2.3894,8.1197,752.47024,53.182,9.9355,12642,7.6281,1974.492009,37.5375
632,LINE,Japan,Japan,Software & Computer Services,209.225394,39.3276,1814.157013,-1.9487,11.5329,121.787329,-26.0375,6.7132,-288.319922,-327.5854,-15.8928,7913,21.9636,7066.261542,-26.9209
633,PTC,US,US,Software & Computer Services,209.090664,3.9236,1188.506135,16.15,17.5927,16.458326,-68.6451,1.3848,205.508232,115.067,17.2913,6243,3.1049,8649.947556,40.7589
